name_track,artist_track,uri_track,popularity,danceability
Smells Like Teen Spirit,Nirvana,spotify:track:75aLTVBSGIquqzQ6AkmK3Q,45,50
Come As You Are,Nirvana,spotify:track:7aCSKL5LmVhakVs0l483B5,43,50
Lithium,Nirvana,spotify:track:07hCnHx9DhqZg5eN6RvCbd,40,68
Drain You,Nirvana,spotify:track:3LqBsbKFW6PTjUmmickpt0,38,32
Serve The Servants,Nirvana,spotify:track:4wRFgC67NaJfAYN2ZV46Qd,39,44
Heart-Shaped Box,Nirvana,spotify:track:144IMbY4x1EeUnjYr2uDcB,40,26
All Apologies,Nirvana,spotify:track:2xAiwGGuaqdEklu33zEXr9,44,45
Rusty Cage - Remastered,Soundgarden,spotify:track:32xoIdTjTA16YZUXTtHQO8,40,31
Outshined - Remastered,Soundgarden,spotify:track:2BJYoJPcVf0Pn4QMaLCfzj,40,48
Somewhere - Remastered,Soundgarden,spotify:track:6rYO960uXePHOGgRCrlsBZ,33,16
Burden In My Hand,Soundgarden,spotify:track:1iArQTuOzxvrtniGmkyy92,61,32
Let Me Drown,Soundgarden,spotify:track:73mseL1QMWuOVIrYwIFlPf,47,15
My Wave,Soundgarden,spotify:track:6ox3xc5CNTDQiAINfzP8Zw,50,51
Fell On Black Days,Soundgarden,spotify:track:1wlKw9NAWVWpx7OIAyg9EA,68,57
Superunknown,Soundgarden,spotify:track:6shF79BmasRYo0ktqAvmXz,41,29
Black Hole Sun,Soundgarden,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,77,35
Spoonman,Soundgarden,spotify:track:5sKSgf4p72uPTCY5qBvJoE,40,46
4th Of July,Soundgarden,spotify:track:2bdUkiK4p2wuaqzcBLm1zc,52,36
Alive,Pearl Jam,spotify:track:1L94M3KIu7QluZe63g64rv,76,28
Even Flow,Pearl Jam,spotify:track:6QewNVIDKdSl8Y3ycuHIei,76,39
Black,Pearl Jam,spotify:track:5Xak5fmy089t0FYmh3VJiY,74,36
Jeremy,Pearl Jam,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,72,28
King Of The Hill,Roger McGuinn,spotify:track:6AsD2fMWHOtUTx50qV4AKU,36,53
Stranglehold,Ted Nugent,spotify:track:2f0P7iELCvAlV8j6Z3rGDE,65,48
Cat Scratch Fever,Ted Nugent,spotify:track:0SvfyHYDp2uIsHt53LDlI9,58,55
Free-For-All,Ted Nugent,spotify:track:7kleAV1lfwHi3XNsLaAKHR,53,52
The Mighty Quinn,Manfred Mann,spotify:track:0cWPr2PvYTQERq88b4jGXw,46,60
Blinded By The Light,Manfred Mann's Earth Band,spotify:track:7kNNylJ1kswWbHeRM6UDuE,64,46
Lay Down,Strawbs,spotify:track:1ruRD8JPGxK4x8gGFWPqHi,38,41
Baby Blue - Remastered 2010,Badfinger,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,67,62
No Matter What - Remastered 2010,Badfinger,spotify:track:0zK545STj6P7qbFSpCK9pp,68,53
"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,spotify:track:1jcPcDu2YawPfLhwjYnqK2,67,44
Jump Into The Fire,Harry Nilsson,spotify:track:3hgHrfMdtnLtH54HYTdNHF,48,61
Turn up the Radio,Autograph,spotify:track:7u0b4DthVvd2F2EzCiOx0Z,54,63
Summertime Girls - Studio Version,Y&T,spotify:track:3obciWcyGwsVNZ76PYge6C,50,39
Eve Of Destruction,Barry McGuire,spotify:track:1Zi2ezNOqt9y9irC11xYpN,59,61
Green Grass & High Tides,The Outlaws,spotify:track:2sXtpY9mCTXnUTUSQqrXbX,57,27
There Goes Another Love Song,The Outlaws,spotify:track:5jKdSZtw2yst6FzDJ4yvEV,48,51
"Train, Train",Blackfoot,spotify:track:5bSpsKGoGKXOOfg7F3ZtKz,57,61
Highway Song,Blackfoot,spotify:track:0R5nPSbAqQoNjKBByWnN95,52,34
Jackie Blue,The Ozark Mountain Daredevils,spotify:track:1R9EHsvzpXwOvlGkgDmE55,56,56
If You Wanna Get To Heaven,The Ozark Mountain Daredevils,spotify:track:2CFtB64mDu2XCFjvGJhc9k,55,77
Cover Me,Bruce Springsteen,spotify:track:4U7NhC2rQTAhH7dw7H0goB,56,54
Darlington County,Bruce Springsteen,spotify:track:3O5RCjnjWlF0CYkcvJaGVm,48,54
Downbound Train,Bruce Springsteen,spotify:track:4a0oZYU2ntSUof4lkm2PCl,52,54
I'm Goin' Down,Bruce Springsteen,spotify:track:0VkDedVtP7TQDlaCMq9QVx,59,58
Glory Days,Bruce Springsteen,spotify:track:2Y90nL1ohB4sgYELDs7uNx,72,57
Badlands,Bruce Springsteen,spotify:track:0M1YQiRGel1tTMjA3orfRd,58,61
Train in Vain (Stand by Me) - Remastered,The Clash,spotify:track:6ITuEsxEy2qPhqMowdDAeI,66,76
London Calling - Remastered,The Clash,spotify:track:5jzma6gCzYtKB1DbEwFZKH,73,65
I Just Want to Have Something to Do - 2002 Remaster,Ramones,spotify:track:3FEHv0NlGXYzdUwiIaoJY8,31,56
Cities On Flame with Rock and Roll,Blue Öyster Cult,spotify:track:0M7oqERflkrJVHD3IAZqxo,54,34
Race with the Devil,The Gun,spotify:track:45n35MKFTqiHp57fS0yUaJ,26,17
Left Turn on a Red Light,Blackfoot,spotify:track:16pGi1ZNrsPvx5TD8oFleb,41,50
I Got A Line On You,Spirit,spotify:track:6IVu1C7wbJTgsVENumWOTG,27,44
It Don't Come Easy,Ringo Starr,spotify:track:4RFqi5JQduiSlRZCVlUDGH,58,61
Fresh Air - Remastered,Quicksilver Messenger Service,spotify:track:6Rb4xFCy3Hh5MJ88ehLXdc,47,45
Laughing,The Guess Who,spotify:track:4KhuernnobE4BzS0P1Viz8,46,38
Runnin' Down A Dream,Tom Petty,spotify:track:5yAu4njFSdM47dfsTkQPZ2,72,47
Feels like the First Time - 2008 Remaster,Foreigner,spotify:track:36xEjbl8DtevPJgw6i9IuY,53,50
Revelations - 2015 Remaster,Iron Maiden,spotify:track:5m8qHysq3HMfF0r1pDAAqN,45,30
Everything Zen,Bush,spotify:track:7waRjsA2ehXv619f47lYOT,57,48
Little Things,Bush,spotify:track:5topOIcCwU391xE5Oyhh62,53,34
Comedown,Bush,spotify:track:2ox1STg6AbcEHoHWlFtFwr,62,46
Machinehead,Bush,spotify:track:6dJODklApmve5IzgKWUqV2,65,14
Glycerine,Bush,spotify:track:7wpYSigAhQeZp3cdsMQ3Af,66,44
20th Century Boy,T. Rex,spotify:track:66hdYurKbEfP74fvWtR7mj,52,43
Time Has Come Today,The Chambers Brothers,spotify:track:5qA1ZrjjVLh1cL9GZOFdNm,52,53
Down In A Hole (2022 Remaster),Alice In Chains,spotify:track:7FRfYOql61DGDp9VPPe2qA,65,36
You'll Accomp'ny Me,Bob Seger,spotify:track:5pKo2ed3oEdFFV5L8xUA04,56,59
Against The Wind,Bob Seger,spotify:track:1SWmFiFSIBoDbQJjNKC7SR,68,67
30 Days In The Hole,Humble Pie,spotify:track:3KG03fcha5gJBLyze9919W,55,60
Fire Lake,Bob Seger,spotify:track:2fZw0ya0oI4pXsjkB0NBHs,54,61
Is She Really Going Out With Him?,Joe Jackson,spotify:track:29SRvYOKbMLOZeOubNGtLb,66,87
Thunder Island,Jay Ferguson,spotify:track:4vQDAggfSoO9BfUfO5oyJe,3,47
Always See Your Face,Love,spotify:track:6OojY4NdPiEGWHV2EUSwHz,59,57
The Spirit Of Radio,Rush,spotify:track:4e9hUiLsN4mx61ARosFi7p,66,36
Turn To Stone,Joe Walsh,spotify:track:20IZ33kPSL7XV0WmKNaZVa,45,29
I Thank You,ZZ Top,spotify:track:0XJ91yu0ZSLOIGyOCuIrOV,34,80
Rock And Roll Stew Parts 1 & 2 - Single Version,Traffic,spotify:track:5xz0fGRk0gXkoFXpaa2azE,27,47
Spill The Wine,Eric Burdon,spotify:track:2nluoJKvE7rTBN7kve8dnr,0,84
Hungry Heart,Bruce Springsteen,spotify:track:1KsI8NEeAna8ZIdojI3FiT,68,64
Cadillac Ranch,Bruce Springsteen,spotify:track:2rYYg1HMvlNT9A1SdjSYlx,44,60
The River,Bruce Springsteen,spotify:track:7HrzErXq3TsKOY1gmdIShB,66,59
Shine,Collective Soul,spotify:track:6emdJW80SbDBMuHci8PJJn,2,54
Since You Been Gone,Rainbow,spotify:track:6xq5DxZWGgdStAxGAil0yw,68,73
The Last in Line,Dio,spotify:track:6LUGAFpbYVek4rRY0G9dV0,54,29
Rainbow in the Dark,Dio,spotify:track:2PpNgmrS9mAyrkRAwn6YPq,65,51
Man of the World - 1998 Remaster,Fleetwood Mac,spotify:track:4aP3UueHIx7nv2xus8kWW0,40,57
For Your Love - 2015 Remaster,The Yardbirds,spotify:track:6o21UfW2RHkzzleZGLfFpK,56,29
Anthem,Rush,spotify:track:481S5BKOolPHU4VDkDBHqn,48,33
"Beneath, Between & Behind",Rush,spotify:track:0bh40rcAYgtvLgS77L9SRi,37,48
Love Is All Around,The Troggs,spotify:track:5psbwXbjlWCqmLVzIqif7Q,55,46
Making Time,The Creation,spotify:track:3lNZ6D07GaS3CUPLz8QS81,36,36
Just Like Me,Paul Revere & The Raiders,spotify:track:26zxM3tt5OnkxGFGuKyJHQ,34,67
Kicks,Paul Revere & The Raiders,spotify:track:71mwyVnF4UkoofVD9bZjqR,43,54
Heaven and Hell - 2008 Remaster,Black Sabbath,spotify:track:3Jl5GohfNwozDmpzmQBLDI,58,33
Neon Knights - 2008 Remaster,Black Sabbath,spotify:track:5HliE2uVg7pt9hNnfi0pms,42,21
Die Young - 2008 Remaster,Black Sabbath,spotify:track:2skOSjao8CoSr4oKclrERU,38,32
Ah! Leah!,Donnie Iris,spotify:track:3ifaGhNHnCPQ9zdnOfolcZ,55,65
Soul Deep,The Box Tops,spotify:track:4yPl1mK1oluIrCwI4HInPR,40,75
Something In The Air,Thunderclap Newman,spotify:track:0emd9tHSVP4dK6UG4pcOFD,54,51
Come And Get It - Remastered 2010,Badfinger,spotify:track:0wb21I1NV5uVUolRXIqlJF,54,62
Day After Day - Remastered 2010,Badfinger,spotify:track:2XKW8CH8nRZH9cF2DNjBHN,59,40
Good Lovin' - Single Version,The Young Rascals,spotify:track:0XnhQGfqfi5CnZXcONJuI5,58,25
I'm A Man,The Spencer Davis Group,spotify:track:1oXq63OUf43LDnNPVtfvX8,50,56
Photograph,Ringo Starr,spotify:track:1hwN2eAwsXgktvw9Qe8TrP,64,62
Willie The Pimp,Frank Zappa,spotify:track:4fb4QSuQt8FLghjG0Ipd7g,0,37
Vehicle,The Ides Of March,spotify:track:6hnyQ0YpiO35rutiLLHLmr,55,47
Listen - 2002 Remaster,Chicago,spotify:track:0zUO1B6xH0H6AUGekZw9Yz,36,53
I'm a Man - 2002 Remaster,Chicago,spotify:track:2qQYmjXYPmFPGzuIHeVWar,45,55
It Never Rains in Southern California,Albert Hammond,spotify:track:6tunhVGD8C05MZNjSVIsjw,65,63
With A Girl Like You,The Troggs,spotify:track:3VGBUfN2EOVHJ4Y92yIh2f,52,65
If You Want My Love,Cheap Trick,spotify:track:4y3clu5ma91RfOLO5YYOIA,50,49
To Love Somebody,Bee Gees,spotify:track:0mbS3VwRbO6HVBMPXnzOGA,67,42
Drifting,Fleetwood Mac,spotify:track:4AwFFODSoTBv1oUzbCDInt,23,69
Jumping At Shadows,Fleetwood Mac,spotify:track:6d3bCakUfRgPU79kin74MU,16,35
Like This Way,Fleetwood Mac,spotify:track:3UBflGms5ZjOHKhBNjzeCM,12,23
Loving Kind - live - Live,Fleetwood Mac,spotify:track:5vyDhsFvCDObXaCNgB2MmO,12,44
My Dream - 2013 Remaster,Fleetwood Mac,spotify:track:3RdZNq9Rt230mfhjHkFwcx,24,63
One Sunny Day - 2013 Remaster,Fleetwood Mac,spotify:track:19W79IAKTcNpat3MBtpbut,24,38
I Saw the Light - 2015 Remaster,Todd Rundgren,spotify:track:5uRkew0DtfAQmv0oEYNwFF,66,50
Hello It's Me,Todd Rundgren,spotify:track:3gHFKiDanj4d2rqgHlRFFc,57,58
The Four Horsemen (Remastered),Metallica,spotify:track:0adbIekxPM5cWQ1cwLwAEF,45,22
Hit The Lights (Remastered),Metallica,spotify:track:52m8IrzripYje6bVxUILQU,40,25
Seek & Destroy (Remastered),Metallica,spotify:track:6vVRtEW5T51Zd8qnyrshR1,49,44
Motorbreath (Remastered),Metallica,spotify:track:5iLhIpIgGZxI7kjgj9807I,38,29
Jump In The Fire (Remastered),Metallica,spotify:track:5Kb48LGt4hW7bbpRWmYmUI,38,29
Ride The Lightning (Remastered),Metallica,spotify:track:6yUCeySJMRaSAEsnfqDeZK,52,26
For Whom The Bell Tolls (Remastered),Metallica,spotify:track:17rf2oZYDVymJeYI9ftDXc,54,51
Fade To Black (Remastered),Metallica,spotify:track:4kBsYpQBUbSIQNLTDF7es2,52,26
Escape (Remastered),Metallica,spotify:track:0ybLEwE6TxjCePcIwwZeyJ,45,27
Creeping Death (Remastered),Metallica,spotify:track:3qXEqKdzI3MSGB1FlGMBz5,50,31
The Call Of Ktulu (Remastered),Metallica,spotify:track:5zZ74lczJgFtVCeaS11Fo1,45,30
Battery (Remastered),Metallica,spotify:track:7qRxAH7ZRB2Ita3mebXfR3,50,48
Master Of Puppets (Remastered),Metallica,spotify:track:5cW3DEWYYv0tXZMwcUZNRg,54,54
The Thing That Should Not Be (Remastered),Metallica,spotify:track:6ZertsLLGL2puI2Vj5iy5T,47,68
Welcome Home (Sanitarium) (Remastered),Metallica,spotify:track:5Nu6hybktveVXtgD7hDLVD,48,31
Orion (Remastered),Metallica,spotify:track:1J6aXHOMNalN2YGLpVAD7e,46,37
Blackened (Remastered),Metallica,spotify:track:0M1pfDTZGWC7cBuEx3FwwT,58,44
...And Justice for All (Remastered),Metallica,spotify:track:0ep7UTGw3F9VkN9FV52En3,56,38
Eye of the Beholder (Remastered),Metallica,spotify:track:4pXvTZTJW5idks8XNc43jj,44,64
One (Remastered),Metallica,spotify:track:3sRZqCxbnwiKKPe57WoT6S,49,44
Harvester of Sorrow (Remastered),Metallica,spotify:track:3IolN0Ae207i0Fr9IHuNbu,57,66
To Live Is to Die (Remastered),Metallica,spotify:track:1kI7gQPOHJRrQWMyDvYdUW,47,43
She Sells Sanctuary (2009 Re-master),The Cult,spotify:track:6fIZxVeVNdjeZjX2Q1YAaA,0,54
Heartache Tonight - 2013 Remaster,Eagles,spotify:track:2bzgKuK3pVez40qUvo8sYr,62,81
"In The City - From ""The Warriors"" Soundtrack",Joe Walsh,spotify:track:3G863Tbi9fj5IshOoql1aO,56,47
Lake Of Fire,Nirvana,spotify:track:4UJmPSJsBsIR1U0N79BU1g,67,54
Where Did You Sleep Last Night,Nirvana,spotify:track:551qy5vUgrUfEUc4dCNfht,69,57
Windy,The Association,spotify:track:6RUpOheT93fUdI508K5w6U,43,68
Life by the Drop,Stevie Ray Vaughan,spotify:track:62Wzm9dqsTJ27ti1F8qhKC,35,66
Ramblin' Gamblin' Man,Bob Seger,spotify:track:691Wr3tOjDqic3OTPLouX3,61,60
One Night Stand,The Paul Butterfield Blues Band,spotify:track:2g4zxggyax2ABxVM4jRF39,43,57
Looking for Love,The Cars,spotify:track:6n0t2q9JID0WK1wRCJrSM2,29,66
Drive,The Cars,spotify:track:3wfujdbamR3Z46F4xav7LM,67,58
You Might Think,The Cars,spotify:track:7BvuV4c1BGhaRapcXvRu5z,51,71
Heartbeat City,The Cars,spotify:track:5QuQFz3QK3ILCpBgGHGss8,49,65
I Can't Quit You Baby,Little Milton,spotify:track:1PX0wdCoXavLCoAf0EeASc,11,45
I Ain't Drunk - Remastered,Albert Collins,spotify:track:1pPrO5Lcx9UXNebcloGeHE,46,65
A Beautiful Morning - Single Version,The Rascals,spotify:track:3QwbKe0s8TcNclzXAXHeHy,55,50
Groovin',The Rascals,spotify:track:5fUAeaKKGxX8gMvilINQKe,36,61
Bad 'n' Ruin,Faces,spotify:track:3LgBgR8bWBlPkskCYgw5IF,46,48
Sweet Lady Mary,Faces,spotify:track:7F8RtSUHZLRgxBpghXvIC9,24,44
Had Me a Real Good Time,Faces,spotify:track:6XQ9bpoLWNMmq3nq2Sy3sy,28,46
Silicone Grown,Faces,spotify:track:0mj2fHHXIkw6n7ekV6tFsG,43,44
Looking Out the Window,Faces,spotify:track:5qZ4NLtKU7DHn5XXhb1uAc,15,44
Prove It All Night,Bruce Springsteen,spotify:track:0Ye9OGxiHF3jylblTCuX7Q,45,46
Toad,Cream,spotify:track:11RuqNiPXDGjRvu8cw2TPO,38,35
Cat's Squirrel,Cream,spotify:track:2nZhrWtQm8NKEF7MWpPSl0,29,13
N.S.U.,Cream,spotify:track:7AAR1uYiqJ3z7aDi8KboqK,33,35
I Feel Free,Cream,spotify:track:62nYkaIBesfvQSSwTjPnYS,57,38
Spoonful,Cream,spotify:track:5v2Hwf7w2j4Xpy8kdRgpK2,37,34
Where Were You When I Needed You - 1966 Version,The Grass Roots,spotify:track:3RtvkSxv60NX0gdpTG7lqS,20,56
Heaven Knows,The Grass Roots,spotify:track:08jUtMVFis1XvUDafOYwxx,17,68
Sooner Or Later,The Grass Roots,spotify:track:3DQNBMKoIPzpR2jom8D3Uo,20,64
Janie Jones - Remastered,The Clash,spotify:track:6ywRlumSQjOOkcSnJYAgHw,57,59
Remote Control - Remastered,The Clash,spotify:track:3xicEV8TwGCGtVnqaDhGLj,39,55
Career Opportunities - Remastered,The Clash,spotify:track:4aKMvmxQgX7J766G4pFlyh,44,38
Police & Thieves - Remastered,The Clash,spotify:track:6IMlcKjsIM3l3yXWykTa3y,63,72
Should I Stay or Should I Go - Remastered,The Clash,spotify:track:39shmbIHICJ2Wxnk1fPSdz,80,74
Rock the Casbah - Remastered,The Clash,spotify:track:56KqaFSGTb7ifpt16t5Y1N,72,80
Safe European Home - Remastered,The Clash,spotify:track:7iiofeVKhJz7ZbcI2jFcPm,44,24
Tommy Gun - Remastered,The Clash,spotify:track:3ZhMxNCJcoYBj2wrO4VU3l,44,35
Last Gang in Town - Remastered,The Clash,spotify:track:6bKE8NF82z1CVMfu0ZN8bu,31,47
All the Young Punks (New Boots and Contracts) - Remastered,The Clash,spotify:track:153E8CZ5kCe6KkCHS8mZtS,37,53
Rudie Can't Fail,The Clash,spotify:track:4ZwPaJ0MtjFQRxJYRWUOjJ,35,64
Spanish Bombs,The Clash,spotify:track:6aLCZUnreez0cBOjKNeLDH,37,62
Clampdown,The Clash,spotify:track:2OuXl8wNAmR7JK4Sv94xQd,34,68
Death or Glory,The Clash,spotify:track:42L6ngjyn9f7kAtZwUmHQ9,33,68
Lover's Rock,The Clash,spotify:track:5nKoCK2SIO2dE9m09sh58d,27,56
Clash City Rockers,The Clash,spotify:track:2UIh5Qaxxk0E85dAwnlilL,19,39
Running Free - 2015 Remaster,Iron Maiden,spotify:track:17ozNEchVvcGHSd5bWBNH6,41,48
Phantom of the Opera - Live at the Hammersmith Odeon; 1998 Remaster,Iron Maiden,spotify:track:0AW0AUEZizm3aw8TjJkUWE,23,19
Iron Maiden - 2015 Remaster,Iron Maiden,spotify:track:0Mm8vJP2HYAILhABqJKNjO,42,32
"Conquistador - Live at Edmonton, Alberta/1971",Procol Harum,spotify:track:1dcu8JF2CVyZsR9ff1CnG9,29,37
I'm Not Down,The Clash,spotify:track:0kKZHi7RpiZtYeKzuCUsza,27,50
The Ties That Bind,Bruce Springsteen,spotify:track:0t6wMTbQmXdzvEe2nnh6Vx,43,46
Racing in the Street,Bruce Springsteen,spotify:track:4L6ZmbSmjH5swqGWrelrrN,52,57
Blitzkrieg Bop - 2016 Remaster,Ramones,spotify:track:4MOOVsqdKE9Eq0WskfaYdt,37,38
I Wanna Be Your Boyfriend - 2016 Remaster,Ramones,spotify:track:10ZxHS8QDXPalSG7ExS1bz,34,50
53rd & 3rd - 2016 Remaster,Ramones,spotify:track:06U8ufCKkKLPM3nUV4YQeG,32,40
I Wanna Be Sedated,Ramones,spotify:track:5NoQvINZLBV1wMYPdNmReL,69,56
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,spotify:track:7EcQAlTuaO9N2IE4hKj61B,31,42
Pet Sematary,Ramones,spotify:track:2PN0JeaGtkHrlcmwZFWzBM,53,47
Two Hearts,Bruce Springsteen,spotify:track:50JK0hBaHMWYo20S7AvKbB,39,41
Fade Away,Bruce Springsteen,spotify:track:1nnhJRPj841KPX46NapQy0,41,56
Bring It On Home,Sonny Boy Williamson II,spotify:track:1aHR9fHIvmcNQ9oOVqQExT,51,83
Too Young To Die - Stereo Version,Sonny Boy Williamson II,spotify:track:6ypTuBGqEUwUycucfdFU0J,23,56
One Way Out - Mono Version,Sonny Boy Williamson II,spotify:track:2itCQlm9s7yW21eZoF4eyH,38,60
Confessin' The Blues,Little Walter,spotify:track:0AMmcGNhUamE66jP5dum25,29,62
It's Too Late Brother,Little Walter,spotify:track:09lVxsdpiqJGvin895AwPC,23,64
Hate To See You Go,Little Walter,spotify:track:2TM3UpognWB4nnPUihOlte,13,75
My Friend Jack,The Smoke,spotify:track:6eYh3A7TE8cIwKFGK5vLTj,34,52
On The Dark Side,John Cafferty & the Beaver Brown Band,spotify:track:7DhNAYOzIRkEFqimYl2s1G,47,39
Revolution Rock,The Clash,spotify:track:2GYlBIwGbI0oPOtljA2Jt4,27,64
Magic Potion,Open Mind,spotify:track:6EHtkgT3NSa23y7SiWYStO,0,34
Atlantic City,Bruce Springsteen,spotify:track:1Vp8U39YNsDfd6yVuaUq12,54,48
Johnny 99,Bruce Springsteen,spotify:track:2ohcpZDvcIRdCE3lWxu6Tc,41,33
Tend My Garden,James Gang,spotify:track:68IuBqyVzRWKEfXf1twJl0,32,42
Ashes The Rain And I,James Gang,spotify:track:5iE5Z4FuJg1YufCwPppmFY,30,34
Collage,James Gang,spotify:track:0082gyyMqoIFvN0f2wTGkT,39,41
Beck's Bolero - Instrumental,Jeff Beck,spotify:track:5bKXY64JqyL1CQp7FEprLr,26,21
Born in the U.S.A.,Bruce Springsteen,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,75,40
I'm On Fire,Bruce Springsteen,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,74,62
No Surrender,Bruce Springsteen,spotify:track:2zMlWt4aYreVczVERFK94w,53,35
Bobby Jean,Bruce Springsteen,spotify:track:2KPzDsCtQtIM0Lkh3RacRC,50,52
2112 Overture / The Temples Of Syrinx,Rush,spotify:track:6Po9FqcwIJq4xQtNZVXY6v,35,37
Green-Eyed Lady,Sugarloaf,spotify:track:7s2orxqJ8qE0aG3Ngvct3C,59,56
A Woman In Love (It's Not Me),Tom Petty and the Heartbreakers,spotify:track:2OECBjmrt1tupVdg8jcfE1,43,56
Hometown Blues,Tom Petty and the Heartbreakers,spotify:track:3xT14XwxTsN5rnf9pzy7Gr,32,84
The Last DJ,Tom Petty and the Heartbreakers,spotify:track:0uUy3WK0JtTqhSFikqprgz,41,60
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,74,46
Mannish Boy,Jimi Hendrix,spotify:track:0hnlRgTh80b1emNnM0jmwt,48,57
Lover Man,Jimi Hendrix,spotify:track:4pufpcO8KDHalIp3Uh8GEU,45,44
Hear My Train a Comin',Jimi Hendrix,spotify:track:7HOVaYXOF7StatMCYPmyFJ,38,35
Power To Love - Live,Jimi Hendrix,spotify:track:7uYNdZA4LnxEwTsmIIUCCu,35,35
Ibiza Bar,Pink Floyd,spotify:track:0ng5q14OCwukb4W09AuuQv,35,11
Got to Be Free,The Kinks,spotify:track:40zoYSkCy0OHMNcQFPmtFh,23,60
Sleepwalker,The Kinks,spotify:track:57e6CmDYH4RnsK2DLXQnVK,28,48
Jane,Jefferson Starship,spotify:track:2RNd6VgxG19db0zs0M1C4Z,65,59
Never Been Any Reason,Head East,spotify:track:46E4di5YoT3Ab5bheoiEId,58,52
Casino Boogie,The Rolling Stones,spotify:track:4vUBoA4crmrgd97GH8j01B,31,53
Turd On The Run,The Rolling Stones,spotify:track:3aZyQJSjtrzPXi670Dp7dN,29,52
Let It Loose,The Rolling Stones,spotify:track:7D2f7zoIwRxeIhmeer8aWm,31,35
All Down The Line,The Rolling Stones,spotify:track:2tPYeRNVROwJpG7tOHXJTZ,30,52
Stop Breaking Down,The Rolling Stones,spotify:track:30t7Yif8FyeCANkW2Beii3,28,52
Soul Survivor,The Rolling Stones,spotify:track:4A4dDKVaoruaFbgUJIufXk,28,34
Man On The Silver Mountain,Rainbow,spotify:track:52bzQkgk8TznulGvKOPQTK,60,59
Long Live Rock N Roll,Rainbow,spotify:track:2ilsr4UkwAL10MspiJtKA3,51,40
The Card Cheat,The Clash,spotify:track:3E1pzieZ3mm0bRjChBcOc0,26,48
Ever Fallen in Love (With Someone You Shouldn't've?),Buzzcocks,spotify:track:04r41u2XnUqKqw33lqqBLD,18,24
Promises - 2001 Remastered Version,Buzzcocks,spotify:track:4SKnkn7ANtSioxpxe6nrfw,27,29
Everybody's Happy Nowadays - 2001 Remastered Version,Buzzcocks,spotify:track:7xUEsVEwSSXhjgBgZG57Tl,50,54
The Promised Land,Bruce Springsteen,spotify:track:2KQq1pn2eUDEFitdQ4WzzZ,50,57
Needles and Pins - Mono,The Searchers,spotify:track:0zABw1PtGYHsU4VDpDZsra,57,57
The Hippy Hippy Shake,The Swinging Blue Jeans,spotify:track:4LddAerqROEdlx1GF1bcVd,26,55
Glad All Over - 2019 - Remaster,The Dave Clark Five,spotify:track:2w8oMeJjXn1KTnU2fr9eFB,48,46
I See the Rain,Marmalade,spotify:track:6m9W9kMXpGNjtvZObzYsyJ,19,30
Because - 2019 - Remaster,The Dave Clark Five,spotify:track:4IQ0Qa0xJ5ZgbzZ2jyrxC0,56,71
Catch Us If You Can - 2019 - Remaster,The Dave Clark Five,spotify:track:10HCE2miTrAUnLPFi4TCX7,21,47
Over and Over - 2019 - Remaster,The Dave Clark Five,spotify:track:5pZmKhBISjmTWzjsp1uMR0,40,54
Hang Fire - Remastered,The Rolling Stones,spotify:track:5HcTLesmMaPr0CkwdbtK0o,45,46
Waiting On A Friend - Remastered 2009,The Rolling Stones,spotify:track:4Wd9pEtEnZNDjgiswGOpJb,60,61
I Only Want To Be With You,Dusty Springfield,spotify:track:31A3oqQxDLdG9HRx45z62d,59,60
You Got The Silver - Remastered 2019,The Rolling Stones,spotify:track:2A3sgyp07d7ksgjyBHYSUt,34,46
Honky Tonk Women,The Rolling Stones,spotify:track:3fnPv1LRMxENr63afVhaz1,63,56
I Feel the Earth Move,Carole King,spotify:track:1BWsOxeMx83OrKGCV4gxly,64,71
Poor Tom - Remaster,Led Zeppelin,spotify:track:6oqciM0WBIxBmRPoOL4iNF,32,58
"Hey, Hey, What Can I Do - Remaster",Led Zeppelin,spotify:track:16VhHtoaOjTU4AJBNSBNQ1,64,47
Wearing and Tearing - Remaster,Led Zeppelin,spotify:track:4hNsBELiuvPHDgEQvKJqsA,31,30
South Bound Saurez - Remaster,Led Zeppelin,spotify:track:7fUMMlG7qYfpIzi5YnsSpi,29,34
For Your Life - Remaster,Led Zeppelin,spotify:track:0vqy9wH3X3RjgrnmGaHfIW,28,36
Tea for One - Remaster,Led Zeppelin,spotify:track:5Eq3PrZaSdBq5byckJMZfm,29,56
Dancing in the Moonlight,King Harvest,spotify:track:0q21FNwES2bbtcduB6kjEU,73,66
Roller,April Wine,spotify:track:0bT9zH62RHMtpQm38XNwPJ,62,43
Sha La La La Lee - Mono Version,Small Faces,spotify:track:3iVCeplpYsRyOFoM1nbE13,31,47
Song of a Baker (Mono Version) (2018 Remaster),Small Faces,spotify:track:2fB6PfhFlCLVJpuURoLyQA,26,43
Fire Woman,The Cult,spotify:track:2rbcCco3PrSyMinVJdh61J,63,49
