name_track,artist_track,uri_track,popularity,danceability
Turbo Lover - Remastered,Judas Priest,spotify:track:4QC1Kd4dctVuVA5I6HFuoj,51,55
Just Dropped In (To See What Condition My Condition Was In),The First Edition,spotify:track:4Wrc3Jz4POj0ibPj5iuq0r,60,58
Victoria - Mono Mix,The Kinks,spotify:track:34UnzNK51PfiYFrEgc9lrD,49,48
Brainwashed - Mono Mix,The Kinks,spotify:track:0owRxfqIbipqH53LAUtG9T,25,50
Arthur,The Kinks,spotify:track:4DMLmnQWu3qKVHTe2y1Mou,22,55
Rosy Won't You Please Come Home,The Kinks,spotify:track:4a3q5vsxyOjAqPR6jEY7nu,27,48
Sunny Afternoon,The Kinks,spotify:track:0DQqzCHlPyKQXfF8uL01SI,65,60
Dead End Street - Mono Mix,The Kinks,spotify:track:6zDoWWeR6O4kM4TMkWr6Le,40,60
Tired of Waiting for You,The Kinks,spotify:track:3sFnC76vUu0dtHUM5Z5bLL,45,67
Set Me Free,The Kinks,spotify:track:6KeQfvgHCce8WzR7USII57,37,68
A Well Respected Man,The Kinks,spotify:track:5e3isD5st7PGYzSJuoRSIV,57,53
All Day and All of the Night,The Kinks,spotify:track:78JmElAFmrPNhLjovDR9Jm,67,55
You Really Got Me,The Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,71,57
Till the End of the Day - Mono Mix,The Kinks,spotify:track:014NOunS25K1LbcM6DlQ5I,40,54
Lola,The Kinks,spotify:track:0UAJH0k4k3slcE83a9UGCe,62,47
Rats,The Kinks,spotify:track:2kz1QRCZnhCumXOJ2693pu,22,48
This Time Tomorrow,The Kinks,spotify:track:1LjPCQHkAYnJbQUgSoHaye,43,40
20th Century Man,The Kinks,spotify:track:4MUAZixGi5wmtmT0MmLNkN,0,49
Waterloo Sunset,The Kinks,spotify:track:5nrmGFJ87crVoJF5xdRqwn,63,51
Picture Book - 2018 Stereo Remaster,The Kinks,spotify:track:19Q9PCQhRlvqpcrn52VCSx,22,83
Johnny Thunder - 2018 Stereo Remaster,The Kinks,spotify:track:3KNahSOED9ZUJREZGPNhwH,18,57
Days - Mono Single Mix,The Kinks,spotify:track:0shXu1KN0gwDA1xfoalfnD,12,51
I'm Not Like Everybody Else - Mono Mix,The Kinks,spotify:track:4nkbC6hRk3uXJpB0IWdTrX,38,46
Firehouse,KISS,spotify:track:2hzyGod8yvzZsDkh6M5x2T,40,64
Shout It Out Loud,KISS,spotify:track:3qyHjQ1zTLvPeA99CP3K9N,56,57
Do You Love Me,KISS,spotify:track:6KbSviXtYJuPG3FbTvJZSI,42,46
Calling Dr. Love,KISS,spotify:track:7xD7MvjAdZkx1YICschIuI,55,54
I Stole Your Love,KISS,spotify:track:61ZiXtvIGqxacoL3AYxCtC,31,30
Love Gun,KISS,spotify:track:4pkVgxqdz8jsKi8elf7IOF,36,40
Strutter,KISS,spotify:track:0UCg6lnG2MXpuEpf8Pk1MV,63,51
Travelling Riverside Blues - 29/6/69 Top Gear;Remaster,Led Zeppelin,spotify:track:5cWIRgigrzjTjDBNXQxhAR,45,48
The Song Remains the Same - Remaster,Led Zeppelin,spotify:track:2e61kmae4HhbuS9hYONQ0A,54,26
The Rain Song - Remaster,Led Zeppelin,spotify:track:3JLrri1xSCui3bzITDJbkk,61,34
Over the Hills and Far Away - Remaster,Led Zeppelin,spotify:track:2eDdFHgqNJltzlvlZFVDWd,65,40
Dancing Days - Remaster,Led Zeppelin,spotify:track:43doj2cumGe9W3p5ucxaoH,47,56
D'yer Mak'er - Remaster,Led Zeppelin,spotify:track:5uUhS7XDkyycNa5FaNfPGT,54,52
No Quarter - Remaster,Led Zeppelin,spotify:track:0GRBFjza23Im7Xb16c9AaK,58,33
The Ocean - Remaster,Led Zeppelin,spotify:track:0AqjkVFqa1ujle4Lb1k9wR,61,40
In the Evening - Remaster,Led Zeppelin,spotify:track:5OGPjlTOXvKFhnCy9zSdpv,51,43
Fool in the Rain - Remaster,Led Zeppelin,spotify:track:3i25w2HOWoafnTIiWJCL71,65,52
Black Dog - Remaster,Led Zeppelin,spotify:track:3qT4bUD1MaWpGrTwcvguhb,74,44
Rock and Roll - Remaster,Led Zeppelin,spotify:track:4PRGxHpCpF2yoOHYKQIEwD,71,32
Stairway to Heaven - Remaster,Led Zeppelin,spotify:track:5CQ30WqJwcep0pYcV4AMNc,79,34
Misty Mountain Hop - Remaster,Led Zeppelin,spotify:track:5NnZ4JJxWiqqhYNu3rwmFj,56,47
Four Sticks - Remaster,Led Zeppelin,spotify:track:4Sc5qEOSFI5rfS9IDyu0GO,46,51
Going to California - Remaster,Led Zeppelin,spotify:track:70gbuMqwNBE2Y5rkQJE9By,71,50
When the Levee Breaks - Remaster,Led Zeppelin,spotify:track:05f8Hg3RSfiPSCBQOtxl3i,64,27
Good Times Bad Times - Remaster,Led Zeppelin,spotify:track:6sMGNw1E4q79DoAFGDCYuD,48,44
Babe I'm Gonna Leave You - Remaster,Led Zeppelin,spotify:track:1Y6xEUUKAVWO060yJRCces,44,41
Dazed and Confused - Remaster,Led Zeppelin,spotify:track:2WbfcArcwBvsbnikIQdBN9,42,24
Your Time Is Gonna Come - Remaster,Led Zeppelin,spotify:track:0by20SqfRktdZ6hdd0byjt,36,33
Communication Breakdown - Remaster,Led Zeppelin,spotify:track:2whQxHDxButA5STZ32FYme,40,38
I Can't Quit You Baby - Remaster,Led Zeppelin,spotify:track:4OQjzsqsnSy4YPB9yaRh0f,41,53
How Many More Times - Remaster,Led Zeppelin,spotify:track:2SznNPgrjsmxXKhqeAN7WK,36,32
Whole Lotta Love - Remaster,Led Zeppelin,spotify:track:3OuMIIFP5TxM8tLXMWYPGV,49,40
What Is and What Should Never Be - Remaster,Led Zeppelin,spotify:track:3g3LzkOMh3lx2FmCgb40bj,48,35
The Lemon Song - Remaster,Led Zeppelin,spotify:track:6Qjc36CLNJHkWwSNIPbghM,47,41
Thank You - Remaster,Led Zeppelin,spotify:track:4pW4DF1119GLHiuWE7Jcb4,47,29
Heartbreaker - Remaster,Led Zeppelin,spotify:track:3buvRn4CDX86EO9LHTITGn,49,38
Living Loving Maid (She's Just a Woman) - Remaster,Led Zeppelin,spotify:track:49C6EGQhCUSgyADHYvJ7ez,54,48
Ramble On - Remaster,Led Zeppelin,spotify:track:1oCOp1kVAgNlXX9Tx9mvzq,49,46
Bring It on Home - Remaster,Led Zeppelin,spotify:track:1rxD34LAtkafrMUHqHIV76,54,34
Immigrant Song - Remaster,Led Zeppelin,spotify:track:78lgmZwycJ3nzsdgmPPGNx,78,56
Friends - Remaster,Led Zeppelin,spotify:track:7jP44G0vKQLkfJ3x19pqPn,52,26
Celebration Day - Remaster,Led Zeppelin,spotify:track:78MXICbE7bD4cuPKFh1EFO,48,45
Since I've Been Loving You - Remaster,Led Zeppelin,spotify:track:1SDiiE3v2z89VxC3aVRKHQ,62,39
Out on the Tiles - Remaster,Led Zeppelin,spotify:track:6fxcpQMUoX0ofnbIHVnVWN,52,42
Gallows Pole - Remaster,Led Zeppelin,spotify:track:4S2QZuPFZ9qeHW2sonMJS1,51,40
Tangerine - Remaster,Led Zeppelin,spotify:track:4ywWJqYKOwaVVh9xXARWUS,64,31
That's the Way - Remaster,Led Zeppelin,spotify:track:1ZUv3ISx2nFaz0JimVdcoT,56,24
Custard Pie - Remaster,Led Zeppelin,spotify:track:5HlLgmHL8qafp46jMtlxZJ,52,45
The Rover - Remaster,Led Zeppelin,spotify:track:4r8AQvzullpWTDpgv70KxD,56,62
In My Time of Dying - Remaster,Led Zeppelin,spotify:track:4EUe6BsZm5wZLxOTaV3kDX,55,35
Houses of the Holy - Remaster,Led Zeppelin,spotify:track:0d0Z9qFbTIgDSZtImluTAy,55,63
Trampled Under Foot - Remaster,Led Zeppelin,spotify:track:4lPJoKw24HizeIcDLqaWeE,55,56
Kashmir - Remaster,Led Zeppelin,spotify:track:6Vjk8MNXpQpi0F4BefdTyq,71,48
Ten Years Gone - Remaster,Led Zeppelin,spotify:track:6M5m8gfTj3rhYEPDzLmdL4,59,55
Night Flight - Remaster,Led Zeppelin,spotify:track:0lrTkq310F22Eyv7yolL87,43,51
Sick Again - Remaster,Led Zeppelin,spotify:track:2wV6F22JUYYhVidQZgcWrH,40,43
Achilles Last Stand - Remaster,Led Zeppelin,spotify:track:1ibHApXtb0pgplmNDRLHrJ,53,32
Nobody's Fault but Mine - Remaster,Led Zeppelin,spotify:track:6unmtLYQ2LQ1Cg4IdAiU9g,53,24
Walk Away Renee,The Left Banke,spotify:track:6utiXjyN4dWoMNEZa2skxn,50,40
Brandy (You're a Fine Girl),Looking Glass,spotify:track:2BY7ALEWdloFHgQZG6VMLA,75,72
Love Grows (Where My Rosemary Goes),Edison Lighthouse,spotify:track:5Ts1DYOuouQLgzTaisxWYh,77,57
Do You Believe in Magic?,The Lovin' Spoonful,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,71,55
Summer in the City - Remastered,The Lovin' Spoonful,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,65,42
Tuesday's Gone,Lynyrd Skynyrd,spotify:track:4yzliHLEEWTOzsrZtj5Aic,48,26
Gimme Three Steps,Lynyrd Skynyrd,spotify:track:6YU1jWFKklpJqYcEAep7oE,45,64
Simple Man,Lynyrd Skynyrd,spotify:track:6F6DxQ3XjToEHX1e2KKSbg,59,46
Don't Ask Me No Questions,Lynyrd Skynyrd,spotify:track:5rHGRbh5F1oFQ4CdpzFyhN,56,62
Workin' For MCA,Lynyrd Skynyrd,spotify:track:0UvV5m926Gm0xvNcZyAPrj,44,28
The Ballad Of Curtis Loew,Lynyrd Skynyrd,spotify:track:6PPhp1qpAjLUxQr75vSD4H,64,43
The Needle And The Spoon,Lynyrd Skynyrd,spotify:track:2OOcagX0sr4SQuBbHJkE5I,58,53
Call Me The Breeze,Lynyrd Skynyrd,spotify:track:12WiGqEs3t5hrzBJTe1K0P,63,27
Saturday Night Special,Lynyrd Skynyrd,spotify:track:0ZQmpf5gk4k5VMopcAtyAc,56,56
Gimme Back My Bullets,Lynyrd Skynyrd,spotify:track:02UFwtmJ0ogLQWMx43Okuh,61,43
I Know A Little,Lynyrd Skynyrd,spotify:track:5PsYY7KrSPMLN4g2kTSU0U,18,38
That Smell,Lynyrd Skynyrd,spotify:track:2oY0nGOVkCStoLRi6YpWMn,24,45
What's Your Name,Lynyrd Skynyrd,spotify:track:4fBZuhm7JgRj6pnMTTa0N4,21,62
"Monday, Monday - Single Version",The Mamas & The Papas,spotify:track:3EFb1qDgIqf9MegIryKtDj,60,49
California Dreamin' - Single Version,The Mamas & The Papas,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,77,55
I Saw Her Again - Single Version,The Mamas & The Papas,spotify:track:2UizutYVqaB33jCHbSoi0d,47,48
Nights In White Satin - Single Version / Mono,The Moody Blues,spotify:track:6L5BZEcZmD6RBJnimzlyKr,67,20
Question,The Moody Blues,spotify:track:4Q27I5G3W14hnYVi45oi2h,51,22
Ride My See-Saw,The Moody Blues,spotify:track:6tMNYGXJ1L6wjbSkAXWyHh,50,33
The Story In Your Eyes,The Moody Blues,spotify:track:3kcaix8VptngsWoYDTqEN2,51,33
I'm Just A Singer (In A Rock And Roll Band),The Moody Blues,spotify:track:1ZGCrwYFCH2eeNYMaNGaZ6,24,25
All the Young Dudes,Mott The Hoople,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,65,43
Mississippi Queen,Mountain,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,71,58
Theme for an Imaginary Western,Mountain,spotify:track:6zpPyMFnLMO5xcSVmvm0FP,33,32
For Yasgur's Farm,Mountain,spotify:track:76WEdM5L1tsllTGk2CW64s,39,39
Sittin' On a Rainbow,Mountain,spotify:track:3pPMzGCmyha3CQ30XzvTN0,35,65
Silver Paper,Mountain,spotify:track:4gqmzPwx8RG5gFLNXSeXgn,31,34
Little Bit O' Soul - Remastered,Music Explosion,spotify:track:4Cl6BCh0RGp9puOTMkZlMM,42,54
Spirit In The Sky,Norman Greenbaum,spotify:track:0jvN7eQJJt4nxQzgQfZ1SP,76,61
(Sittin' On) the Dock of the Bay,Otis Redding,spotify:track:3zBhihYUHBmGd2bcQIobrF,75,77
I Don't Know,Ozzy Osbourne,spotify:track:1cDu1ZVtBExJYohWBellWs,0,44
Over the Mountain,Ozzy Osbourne,spotify:track:0i1RTnH2Lj5gTDRU5wtyT2,57,49
Flying High Again,Ozzy Osbourne,spotify:track:3VPcxdwwo9TcjAOYZa5ZrP,56,32
Diary of a Madman,Ozzy Osbourne,spotify:track:6joOV9D7y7TzWQprwrInUh,52,25
Bark at the Moon,Ozzy Osbourne,spotify:track:2E7W1X4maFFcjHrVrFA7Vs,67,30
Shot in the Dark,Ozzy Osbourne,spotify:track:31dqpLUModJWNbxrXu6TWd,65,58
No More Tears,Ozzy Osbourne,spotify:track:7w6PJe5KBPyvuRYxFkPssC,68,35
Band On The Run - Remastered 2010,Wings,spotify:track:4kaDCOKdPt1GRrNGkCZlsn,41,48
Jet - Remastered 2010,Wings,spotify:track:0fl1fDzh0kk3ikaoofO4Dg,49,50
Helen Wheels - Remastered 2010,Wings,spotify:track:2EzedhbZ4ivi5bdpKX0WV0,37,44
Nineteen Hundred And Eighty Five - Remastered 2010,Wings,spotify:track:6g8055gyz49kK7VBDAFOf6,40,53
Another Day - Remastered 2012,Paul McCartney,spotify:track:6qYmf2NjhDfsF7x5U5DUOf,57,70
Mother and Child Reunion,Paul Simon,spotify:track:5vZ1BKMSLgrxxPYGMR904n,57,71
Doobie Wah - Live In The United States/1976,Peter Frampton,spotify:track:1jTqBZpgs0vluHjtFjFHA1,0,55
Show Me The Way - Live In The United States/1976,Peter Frampton,spotify:track:13yzq76E3nwohKqeXzOKcH,0,59
It's A Plain Shame - Live,Peter Frampton,spotify:track:7oI1hilpUM0Ej3dPc6UMoR,0,48
"Baby, I Love Your Way - Live In The United States/1976",Peter Frampton,spotify:track:6dhahz0MBnj2Ypf0qYYY9j,0,53
Do You Feel Like We Do - Live,Peter Frampton,spotify:track:3dkbfNmx51Z3mHZzxeK0FC,0,31
Pigs (Three Different Ones),Pink Floyd,spotify:track:0gEaeqVRHPzRc7HMXtOKc7,59,42
Sheep,Pink Floyd,spotify:track:55e99bv2wlgTYtNEYHWtN1,56,28
Time,Pink Floyd,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,71,36
Money,Pink Floyd,spotify:track:0vFOzaXqZHahrZp6enQwQb,73,47
Us and Them,Pink Floyd,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,65,36
One of These Days,Pink Floyd,spotify:track:6uU0Hu8oVk9gBihokcrDMH,55,38
Learning to Fly,Pink Floyd,spotify:track:3ieDOGcOqVxScs2VZBzidt,63,44
On the Turning Away,Pink Floyd,spotify:track:7KA6U0WOHdGxWWLGPYN2Sb,55,45
Young Lust,Pink Floyd,spotify:track:3xGJuHvSxFJxxYlHj5BIoT,63,62
Hey You,Pink Floyd,spotify:track:7F02x6EKYIQV3VcTaTm7oN,67,59
Comfortably Numb,Pink Floyd,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,73,47
Welcome to the Machine,Pink Floyd,spotify:track:5VWC7v2dC2K0SIIjT9WTLN,61,38
Have a Cigar,Pink Floyd,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,65,45
Wish You Were Here,Pink Floyd,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,77,48
Synchronicity II,The Police,spotify:track:5ynO8cYFjDwELIZfFHHeYe,57,41
Wrapped Around Your Finger,The Police,spotify:track:400ZJAUFuEuIGXhr7ie4xf,60,75
Invisible Sun,The Police,spotify:track:5u8Dwz4h41DDOKfeFfexMR,52,57
Next To You,The Police,spotify:track:7HjipY3Vy2HAN11D2juKHT,49,41
Roxanne,The Police,spotify:track:3EYOJ48Et32uATr9ZmLnAo,77,62
So Lonely,The Police,spotify:track:2wnsBaxrmkthIFAm6vqCuX,66,54
Seven Seas Of Rhye - Remastered 2011,Queen,spotify:track:1e9Tt3nKBwRbuaU79kN3dn,50,31
Killer Queen,Queen,spotify:track:1KPMTL3BRLBWrNY8fveVy6,0,56
Stone Cold Crazy,Queen,spotify:track:1hIosqffluXyhXPYDI7Mik,0,44
You're My Best Friend - Remastered 2011,Queen,spotify:track:4OKf7CcYuw5H2HptkcKxcP,64,52
'39 - Remastered 2011,Queen,spotify:track:0kIpcu3DQacQObHVyra9Jx,50,52
Somebody To Love,Queen,spotify:track:79M91zIoaIrm073sACpOtr,0,49
Don't Stop Me Now - Remastered 2011,Queen,spotify:track:7hQJA50XrCWABAu5v6QZ4i,73,56
Hammer To Fall - Remastered 2011,Queen,spotify:track:6sPlk81hO00OVZB3Ujponl,34,40
Heart,The Remains,spotify:track:6ILx5evHtWi3Fw2Ocpvshh,17,30
Don't Look Back,The Remains,spotify:track:0hL3Yg54S7C4lVjzQQeDGg,38,44
Why Do I Cry,The Remains,spotify:track:0kHTfgJADmA81Wt25s3f98,38,60
Diddy Wah Diddy,The Remains,spotify:track:62KlM2ClNX3ivtKfPqiSYY,22,39
Once Before,The Remains,spotify:track:0z1IkoZpBxVpzf9LCLKueG,24,47
Thank You,The Remains,spotify:track:4dbkCQhRO9e2NZh7O6D7kt,11,63
Golden Country,REO Speedwagon,spotify:track:5gEgpAt8epio6Y3p5DgDiD,39,36
Keep Pushin',REO Speedwagon,spotify:track:6jCQsJUtU9XOtM2b8LkTBf,48,58
Ridin' the Storm Out - Live on U.S. Tour - 1976,REO Speedwagon,spotify:track:1hj8KSNTuIwlAKV7gLWDlD,34,32
Roll with the Changes,REO Speedwagon,spotify:track:16x9viSmRS3PII71Pdeowc,60,20
Time for Me to Fly,REO Speedwagon,spotify:track:0cO7JEo8deKuQMWpDyjenY,62,46
Blazin' Your Own Trail Again,REO Speedwagon,spotify:track:0TgDhbfImoNKpSQaihFTQE,30,39
Say You Love Me or Say Goodnight,REO Speedwagon,spotify:track:5D0Vi4OEFEn2WPcOGuOPJD,31,40
Don't Let Him Go,REO Speedwagon,spotify:track:6UxGF7LGJ5qE0LJViSTsA2,51,50
Keep on Loving You,REO Speedwagon,spotify:track:4rcHWl68ai6KvpXlc8vbnE,72,31
Follow My Heart,REO Speedwagon,spotify:track:6FmhPm6kqu93t4MdoTP9AT,35,44
Take It On the Run,REO Speedwagon,spotify:track:5gys5nzVQIYhgHIfiOJYva,69,37
Every Picture Tells A Story,Rod Stewart,spotify:track:7cYuolexJpsjD91G6i7XIm,49,55
Maggie May,Rod Stewart,spotify:track:6rovOdp3HgK1DeAMYDzoA7,71,60
You Wear It Well,Rod Stewart,spotify:track:08BSHFPXmclm8AYat5hXM7,51,55
"Paint It, Black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,80,46
Under My Thumb,The Rolling Stones,spotify:track:5lmGgOaixbwKHtpTzjJoqx,65,73
Mother's Little Helper,The Rolling Stones,spotify:track:44xykY61s1aKsgf40A5cyI,54,58
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,spotify:track:1Ud6moTC0KyXMq1Oxfien0,74,70
No Expectations - 50th Anniversary Edition,The Rolling Stones,spotify:track:49ScE2M6RIqfeHnnP4v94B,45,30
Street Fighting Man - 50th Anniversary Edition,The Rolling Stones,spotify:track:7EXgO1bRnEArE58rtrgMWB,57,58
Connection,The Rolling Stones,spotify:track:2LBI6nQa32PRfRoH4Lrkod,35,66
Complicated,The Rolling Stones,spotify:track:734x5ht4Zj14BnGhynfXL4,27,63
Let's Spend The Night Together,The Rolling Stones,spotify:track:1QLr0zOu6fv5hLEHOwdr21,55,56
Ruby Tuesday,The Rolling Stones,spotify:track:4hupcimlg3UBbW1kAQ6vrT,63,52
Hand Of Fate - Remastered,The Rolling Stones,spotify:track:0t1YlU41vKgWiw3CVVuRbH,39,62
She Said Yeah - Remastered 2002,The Rolling Stones,spotify:track:53vGEyQBnwogek7ZddmLEE,26,40
Get Off Of My Cloud - Mono Version,The Rolling Stones,spotify:track:263Iuyk08ks1v6FIudUIGD,56,58
As Tears Go By - Mono Version,The Rolling Stones,spotify:track:1LD75COdR1n8jTIjommyS2,56,33
Not Fade Away - Mono Version,The Rolling Stones,spotify:track:0C7w4XnkIGu11MpNWbiTLB,41,75
Rocks Off,The Rolling Stones,spotify:track:1m8cwYJxSWNGxscZQOzQ7F,36,48
Rip This Joint,The Rolling Stones,spotify:track:5F5UNt3WBzmUJ3irvfAi8w,34,55
Shake Your Hips,The Rolling Stones,spotify:track:3JhfyWKIYR3opA4DpHxP1w,33,37
Tumbling Dice,The Rolling Stones,spotify:track:6DjtOcS3xQO8LETk8O4qgE,38,62
Sweet Virginia,The Rolling Stones,spotify:track:3thuVspq7oLlgDE7d7HTqz,37,48
Torn And Frayed,The Rolling Stones,spotify:track:6dE1etqLwt5GUUBVQdIgBB,32,45
Loving Cup,The Rolling Stones,spotify:track:34OzAaQeAWlFnZBSyUAtRh,47,47
Happy,The Rolling Stones,spotify:track:5fXRPS1tp70DbqsBZVyG4e,51,56
Ventilator Blues,The Rolling Stones,spotify:track:4qI7G7K9MNbekIXmCI3m18,32,62
Shine A Light,The Rolling Stones,spotify:track:2EH595eXhTlOp8BlcOX5Y4,32,36
"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",The Rolling Stones,spotify:track:31vgSRfK5YOGSCAfj6zPAS,37,37
Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones,spotify:track:0f7VY69zhtS20Xm5PVYCm5,53,44
Angie,The Rolling Stones,spotify:track:1GcVa4jFySlun4jLSuMhiq,72,43
Ain't Too Proud To Beg - Remastered,The Rolling Stones,spotify:track:657o30OsXhfnfi3IoWHprm,37,59
Dance Little Sister - Remastered,The Rolling Stones,spotify:track:0YsBmhlgivhVxWytwq0As4,37,46
Gimme Shelter - Remastered 2019,The Rolling Stones,spotify:track:14uQWXYRflpBP8J6olZ8mH,49,65
Love In Vain - Remastered 2019,The Rolling Stones,spotify:track:0mobySzkSudnm0PdUcOSWq,43,38
Let It Bleed - Remastered 2019,The Rolling Stones,spotify:track:3hOyB6eLLjeadJD3rIodMd,39,56
Midnight Rambler - Remastered 2019,The Rolling Stones,spotify:track:25aTcw734DDdb78Av3xz4B,38,50
Monkey Man - Remastered 2019,The Rolling Stones,spotify:track:7B3B9tt6XJQdch3DrbvWC4,39,42
You Can't Always Get What You Want - Remastered 2019,The Rolling Stones,spotify:track:3eA4BsdUxUqiFQMVzJSA5u,45,33
Mercy Mercy - Remastered 2002,The Rolling Stones,spotify:track:1XYnzNHGG50lDNHVotRkyX,37,61
The Last Time - Mono Version,The Rolling Stones,spotify:track:7foiOmd1Je7Z0D3TaZCDro,51,33
That's How Strong My Love Is - Remastered 2002,The Rolling Stones,spotify:track:0mxvBDxJNhrMEsfzAaegBJ,36,44
Good Times - Remastered 2002,The Rolling Stones,spotify:track:6g9SQevPDTmGe5kFY3JrGc,34,67
Play With Fire - Mono Version,The Rolling Stones,spotify:track:30V02AmDYMRvrHE4L8cZAo,55,58
Miss You - Remastered,The Rolling Stones,spotify:track:3hJLKtTpgct9Y9wKww0BiR,69,80
Beast Of Burden - Remastered 1994,The Rolling Stones,spotify:track:77oU2rjC5XbjQfNe3bD6so,73,78
Shattered - Remastered,The Rolling Stones,spotify:track:0FfZBWDv7p63yj6oh2I2PS,53,74
Brown Sugar - 2009 Mix,The Rolling Stones,spotify:track:68lUmtFmqHLTG7uxcgrj00,0,63
Sway - 2009 Mix,The Rolling Stones,spotify:track:6kkCZsXvZZoPxSuBzeOpzs,0,33
Wild Horses - 2009 Mix,The Rolling Stones,spotify:track:24LlX6cwvNL5c3bbrUmyl4,0,43
Can't You Hear Me Knocking - 2009 Mix,The Rolling Stones,spotify:track:5ugIMEa2lVMietOcgd29tD,0,55
Bitch - 2009 Mix,The Rolling Stones,spotify:track:6SLjihJn30KczhOwQ9G34x,0,66
Dead Flowers - 2009 Mix,The Rolling Stones,spotify:track:2HsnTdpC5hMnHz0Q4LdipP,0,54
Moonlight Mile - 2009 Mix,The Rolling Stones,spotify:track:3vGITLJ0D04LO9jQvXRnwN,0,42
Start Me Up - Remastered 2009,The Rolling Stones,spotify:track:7HKez549fwJQDzx3zLjHKC,77,63
2000 Light Years From Home - Mono,The Rolling Stones,spotify:track:0zZ2zKZLYUuRSF9SSyCjkR,20,34
She's A Rainbow - Mono,The Rolling Stones,spotify:track:5hfIoYEqpC05MM0a0NKRbj,25,44
Empty Heart,The Rolling Stones,spotify:track:5rOfVqZo7WbDPn5zHYvqxL,28,50
Confessin' The Blues,The Rolling Stones,spotify:track:3AaXHBFpwXWmtg3kcfuwhQ,36,53
Fly By Night,Rush,spotify:track:54TaGh2JKs1pO9daXNXI5q,62,50
Bastille Day,Rush,spotify:track:2fsFnXtYfu3xkz9QXj1pZs,41,41
Closer To The Heart,Rush,spotify:track:4u3oXuVeOGoByIMz9pnOKf,60,37
Freewill,Rush,spotify:track:2XwYeBzumtjxVbFWwhJpsy,57,48
Tom Sawyer,Rush,spotify:track:3QZ7uX97s82HFYSmQUAN1D,73,54
Limelight,Rush,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,67,58
A Passage To Bangkok,Rush,spotify:track:1p9hRNRKVFPuYv0ADlkl1l,54,22
Subdivisions,Rush,spotify:track:0Z0s6dw0zw2ENU1gVjlLV6,55,51
Time Stand Still,Rush,spotify:track:1uqGSvSc207Zlgi4sGr9RQ,52,53
Evil Ways,Santana,spotify:track:4JFG8RLpi8m0xhjYmstb38,46,70
Soul Sacrifice,Santana,spotify:track:5iZcqTxUmsIjxBNek2Yzxt,38,50
Jingo,Santana,spotify:track:1LKrdF0qlUgHDix7cHqWQg,36,64
Black Magic Woman / Gypsy Queen,Santana,spotify:track:7cDxjUnMitNKQC5c8RQUko,58,46
Oye Como Va,Santana,spotify:track:5u6y4u5EgDv0peILf60H5t,67,74
Mother's Daughter,Santana,spotify:track:1Ag8YqvKOcwapkaRJG66p8,43,36
Samba Pa Ti,Santana,spotify:track:35fC3Wq3slX4OBfyvBVmHm,63,41
Hope You're Feeling Better,Santana,spotify:track:3lysbLRK4bGbQRmYfN5S0o,43,47
No One to Depend On,Santana,spotify:track:3pPnys7mGV0DQkQoxmovXi,41,58
Europa (Earth's Cry Heaven's Smile),Santana,spotify:track:5Yp3e8RcjYevBTZYJ7OD7s,56,30
In Trance,Scorpions,spotify:track:40krsMoLE7zFQOIsdwJrZI,2,36
Loving You Sunday Morning,Scorpions,spotify:track:3cP1PTtWpmft6mIXeZaRpS,40,40
Always Somewhere,Scorpions,spotify:track:6Ok4D4w117mSi9OP8tmrpg,58,51
Lovedrive,Scorpions,spotify:track:6Wse1ZMA9PbbTqZNvz4C2t,32,30
Holiday,Scorpions,spotify:track:55493u4ooFK6fMCMFf99fa,47,44
The Zoo,Scorpions,spotify:track:0YpmF3aZXOIuyi8itZbpkp,56,46
Make It Real,Scorpions,spotify:track:1yT2euhsWazs0WEnrqjXk9,38,59
Blackout,Scorpions,spotify:track:15RpfmFhrE5RRkf4vZ6kZu,53,26
No One Like You,Scorpions,spotify:track:26fZwf1ImE4aUJ4XaqOkUg,69,50
Dynamite,Scorpions,spotify:track:07DwrW1JxiMkEF4scxwdSa,41,30
When The Smoke Is Going Down,Scorpions,spotify:track:1Cc1kD0xeMXZpdUinsH1mP,48,44
Bad Boys Running Wild,Scorpions,spotify:track:6UWWzTU1NgKf7vHbOeO17p,43,56
Rock You Like A Hurricane,Scorpions,spotify:track:58XWGx7KNNkKneHdprcprX,73,48
Coming Home,Scorpions,spotify:track:00LQrrlaoPrNwOXBvu1W8W,37,28
Big City Nights,Scorpions,spotify:track:5LDZbklcDwQeeScf7dUlo4,59,53
