name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
I Am the Resurrection - Remastered,The Stone Roses,spotify:track:5ikdUUm6JbnEVnp35c7dvy,57,129,"alternative rock, britpop, dance rock, madchester, modern rock, rock",https://i.scdn.co/image/ab67616d00004851cf1f6466a493eb73d6d9d280
Kelly Watch the Stars,Air,spotify:track:5tR13oIwi5J3elcTZPTTIU,54,110,"atl hip hop, dance pop, hip hop, pop, pop rap, rap, southern hip hop",https://i.scdn.co/image/ab67616d000048511036fcd9b08c3fe598ef2883
Broke Neck,John Coffey,spotify:track:0cvyQUbigsccMeuprMahRy,27,180,"french hip hop, rap calme, rap francais",https://i.scdn.co/image/ab67616d000048519d7daf8ff50cced487c665e7
Heart Of Glass - Special Mix,Blondie,spotify:track:0a4agFmqHXxcZl1nho1BxM,68,114,"indie pop, lo-fi indie",https://i.scdn.co/image/ab67616d000048518cf86a9be38868f1d73cdb58
The Heinrich Maneuver - Radio Edit,Interpol,spotify:track:6ZNqiCeP3KDSR1CQF6hj5b,43,137,"alternative rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000485168834cadb090c16bb7f85139
Promises,The Cranberries,spotify:track:15Trb1S2FDZSMLDzWfnlbg,58,130,"irish rock, pop rock",https://i.scdn.co/image/ab67616d00004851b81b7c1663be64a39433eb35
Starman - 2012 Remaster,David Bowie,spotify:track:0pQskrTITgmCMyr85tb9qq,76,100,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d00004851c41f4e1133b0e6c5fcf58680
Taking Me Back,Jack White,spotify:track:37FjxvMhMjt3YRecpx7HsC,50,117,"dance pop, pop, r&b",https://i.scdn.co/image/ab67616d000048513158b001fa0a56511069c65a
Here Without You,3 Doors Down,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,75,144,"alternative metal, nu metal, pop rock, post-grunge",https://i.scdn.co/image/ab67616d0000485183c39b0d32eb4a2064e1e228
Love You to Death,Type O Negative,spotify:track:58RDwkonFMOkoytBtIQetc,57,111,"alternative metal, gothic metal, industrial metal, industrial rock, metal, nu metal, rock",https://i.scdn.co/image/ab67616d00004851704dd95c3ea01a719da5d5d4
The Fantastic Journey Of The Underground Man,De Staat,spotify:track:1xQhtqil409oMFtEr2uQdn,28,135,"dutch indie, dutch indie rock, dutch rock",https://i.scdn.co/image/ab67616d00004851cb1d9f689ebb29c875811f4a
Wish You Were Here,Incubus,spotify:track:6KtLECDztnah63TNmV4Plw,69,170,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851289320ef78f164a472698926
Like The Way I Do,Melissa Etheridge,spotify:track:3Fe3L3N5pGaa0BBT4eVypZ,57,101,"heartland rock, lilith, new wave pop, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d0000485190236daa5430e4766292f37a
Nowhere,Therapy?,spotify:track:368RLF0YBCX8FyB4RGkaVq,49,95,"cali rap, viral rap",https://i.scdn.co/image/ab67616d00004851e3d402c7ed779591ddccd782
Jungle,Tash Sultana,spotify:track:6t1ahr2f1t9iSjjNFwFb4C,65,146,australian reggae fusion,https://i.scdn.co/image/ab67616d00004851aab3ca4ee8519fe68dc8427d
Dirty Old Town,The Pogues,spotify:track:0qH487xSz8Z6Xk4kyOQkbG,57,123,"celtic, celtic punk, celtic rock, folk punk, irish folk, punk",https://i.scdn.co/image/ab67616d000048518dcbee93733dd5393e629653
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,spotify:track:5BB0Jzw60KyfSTyjJqtely,69,166,"emo, pop punk",https://i.scdn.co/image/ab67616d000048516fbf4bb780a9cbc34b3f35da
Something In The Way,Nirvana,spotify:track:4gHnSNHs8RyVukKoWdS99f,75,105,"grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851fbc71c99f9c1296c56dd51b6
You Make Me Feel Like It’s Halloween,Muse,spotify:track:4k0hvjglHbcZI203QI4pF7,68,123,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d0000485142c90d53e8c596285e8f59ff
Cornflake Girl,Tori Amos,spotify:track:1300POeOaj8qho30FRHjgf,58,134,"dark pop, ectofolk, lilith, melancholia, new wave pop, permanent wave, piano rock, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048513e925ce40de481ef6f936897
Our Farewell,Within Temptation,spotify:track:7064U7N7XT8CeNRurTpADK,39,115,"alternative metal, metalcore, screamo, trancecore, uk metalcore",https://i.scdn.co/image/ab67616d00004851d01321d93e0a3a796ed6eea9
Too Many DJs,Soulwax,spotify:track:1WVRGGWFTigHZfKtgq5w0j,38,102,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d000048517bfeee00cff9f919099770bb
Part Of The Band,The 1975,spotify:track:4S80oe7OJnBVlhNrbQTnt3,70,142,"modern alternative rock, modern rock, pop, rock",https://i.scdn.co/image/ab67616d00004851716d3be17604c3d792d18fbb
Smoke On The Water - Remastered 2012,Deep Purple,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,72,114,"album rock, blues rock, classic rock, hard rock, metal, rock",https://i.scdn.co/image/ab67616d00004851a729c9c3dec04b99d889c66f
Wannabe in L.A,Eagles Of Death Metal,spotify:track:3B7mbMbbcuKdfWssAcyvG8,50,158,"alternative rock, blues rock, garage rock, garage rock revival, modern blues rock, modern rock, palm desert scene, rock",https://i.scdn.co/image/ab67616d000048518c28853e104e7c93373f6695
Debonair - Remastered,The Afghan Whigs,spotify:track:2NGa00eaFm9aMGzn6GkE9z,38,100,"alternative pop, alternative rock, indie rock, permanent wave",https://i.scdn.co/image/ab67616d000048518c0baf58b80182ff3181ef20
One Step Beyond - 2009 - Remaster,Madness,spotify:track:0bAYJxEe6ate8gL0G2qj1B,56,155,"modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048517a14205f4a11ddd93cb5473d
God & Satan,Biffy Clyro,spotify:track:6nDHogPDqb1SMphYCQQs7w,47,120,"modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851377169f345863de4ceb5d41f
Hand in My Pocket - 2015 Remaster,Alanis Morissette,spotify:track:2lE7oRoKssULAtbWViL385,66,92,"canadian pop, canadian singer-songwriter, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851242e643ea07118ecf677a6ef
The Saints Are Coming,U2,spotify:track:2OqCyO684ShnEOqFQieN3Z,51,152,"irish rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851e2e5dd93e6c7da0ebc453e93
Alright,Sam Fender,spotify:track:57BvpyURy7xPYKgbPRaynf,57,164,"modern rock, north east england indie",https://i.scdn.co/image/ab67616d000048516d4573e585f8e09e489f8347
Winning,The Sound,spotify:track:7EOCSmPvQ8psymuLTsKfN2,44,151,"alternative metal, nu metal, rap metal",https://i.scdn.co/image/ab67616d00004851c04363f8d625c744d98d57dd
This fffire - New Version,Franz Ferdinand,spotify:track:46gSk82duJtX3TTA182ruG,75,146,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d0000485144fadeb140014c49e807c468
Wetsuit,The Vaccines,spotify:track:2sqtkSLyuo3hdpnp0gyVCq,52,121,"english indie rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d0000485173a8b8f4292ed4f6fb53b69c
Don't Speak,No Doubt,spotify:track:6urCAbunOQI4bLhmGpX7iS,76,76,"alternative rock, dance pop, dance rock, permanent wave, pop rock",https://i.scdn.co/image/ab67616d000048516ebd5e789646a833b8f7d4ba
All Sparks,Editors,spotify:track:5dpZZ8w3zdemdEXZnPsAq4,39,126,"alternative dance, britpop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851049c2cc7af9851c23d16b509
Four Seasons In One Day,Crowded House,spotify:track:7sDHD9tCtnPqGNTRHy0kSR,56,89,"australian rock, mellow gold, permanent wave, pop rock, rock, soft rock",https://i.scdn.co/image/ab67616d000048515f9e9291ab85c1e8fa88143f
What Gives You the Kicks,EUT,spotify:track:2VUAXT4O1jCx6nx4DIGNF0,23,120,"dfw rap, melodic rap, rap",https://i.scdn.co/image/ab67616d00004851e5649719e3c793ed6dab78de
Never Let Me Down Again,Depeche Mode,spotify:track:0T57cTUpYpvSvZ3GowBuTP,61,106,"dance rock, new romantic, new wave, permanent wave, synthpop",https://i.scdn.co/image/ab67616d0000485113ccc3e363f27a4a3d06d1b1
Dani California,Red Hot Chili Peppers,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,76,96,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d0000485109fd83d32aee93dceba78517
Don't Cry (Original),Guns N' Roses,spotify:track:2N2yrmodOnVF10mKvItC9P,78,125,"glam metal, hard rock, rock",https://i.scdn.co/image/ab67616d00004851e44963b8bb127552ac761873
Don't Wanna Fight,Alabama Shakes,spotify:track:7JF65QwbU9rtZrLYLLnNE7,53,100,"alabama indie, modern blues rock, rock",https://i.scdn.co/image/ab67616d00004851d5abe87cecc0f78512973a57
Tomorrow,Silverchair,spotify:track:24tO365YW6lcZr1hN4Ukzj,64,151,"alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d0000485172c3447a562fc7be1c8e1255
That's Not My Name,The Ting Tings,spotify:track:1i1OuCNhNf7JwrlWlFZFu1,57,145,"alternative dance, dance pop, dance-punk, electropop, new rave",https://i.scdn.co/image/ab67616d000048515a478451a8e3cbd1b11679dc
Temporarily Expendable,Urban Dance Squad,spotify:track:5CQVzJ12gFBO0YHxBpuSNP,28,188,"dutch indie, dutch rock, funk metal, funk rock, laboratorio, old school nederhop, rap rock",https://i.scdn.co/image/ab67616d00004851245620ef3e21ee2a6c3fd1d9
Forever & Ever More,Nothing But Thieves,spotify:track:0GCENWl11MluqJbz1Dqm0i,53,183,"alternative pop rock, modern alternative rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851506350f2ab7cb4d7ca1e3f84
Little Wing,Jimi Hendrix,spotify:track:1Eolhana7nKHYpcYpdVcT5,71,71,"acid rock, album rock, blues rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",https://i.scdn.co/image/ab67616d0000485119dcd95d28b63d10164327f2
Someday,The Strokes,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,69,106,"alternative rock, garage rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79
Who's the King,Dog Eat Dog,spotify:track:6n2m1NfpDUiZPPRZIrq3PD,40,97,"alt z, indie pop, modern indie folk",https://i.scdn.co/image/ab67616d000048513cbccf38eaa5bf720a8c3505
Holding On,The War On Drugs,spotify:track:2h5CXy8Pme1lTY3CUAEI1i,53,150,"indie rock, philly indie",https://i.scdn.co/image/ab67616d000048511cf9827de8b8dbc2fbc16f65
Standing In the Way of Control,Gossip,spotify:track:0hd4rC19ldUBmabhSHxiwS,52,118,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d0000485118acf84b5a12da62ff7b5c26
In A Big Country,Big Country,spotify:track:4cY1KFcIcTkjXxxF4KVDpY,52,126,"jam band, jazz fusion, progressive bluegrass",https://i.scdn.co/image/ab67616d00004851aefdfd1f02fec1596b8844f6
My Own Worst Enemy,Lit,spotify:track:33iv3wnGMrrDugd7GBso1z,72,103,pop,https://i.scdn.co/image/ab67616d000048517b40b2abdbcb8520874f29ed
Harmony Hall,Vampire Weekend,spotify:track:39exKIvycQDgs4T6uXdyu0,60,98,"baroque pop, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d00004851a2b1d3e73c66663c01351bcf
Jealous Again,The Black Crowes,spotify:track:5IJWnvJJgH4PR4p9aXnNCQ,55,114,"album rock, blues rock, classic rock, hard rock, jam band, pop rock, rock, southern rock",https://i.scdn.co/image/ab67616d00004851a4d2cb95d3ea17f773db23ee
I Miss You,blink-182,spotify:track:2uGos1lTJU2Qd6UpPyRJSP,3,110,"pop punk, punk, rock, socal pop punk",https://i.scdn.co/image/ab67616d000048513d3363cb0e06b5a3abece220
I Will Wait,Mumford & Sons,spotify:track:7g4DqXfKdAJN9CWkAwdDqp,51,131,"modern folk rock, stomp and holler, uk americana",https://i.scdn.co/image/ab67616d0000485147365506d0df680022e0cc46
Welcome to Paradise,Green Day,spotify:track:5kr3j5Clb9rjEposoMyLVt,68,89,"permanent wave, punk",https://i.scdn.co/image/ab67616d00004851db89b08034de626ebee6823d
Blauw,The Scene,spotify:track:1jlphb2nyrZ76BIjSgdbcG,48,131,"dirty south rap, gangster rap, southern hip hop",https://i.scdn.co/image/ab67616d00004851107af50a1a38f36eae1f8d7b
My Doorbell,The White Stripes,spotify:track:0pzjcWYkyynxhONSm5C8Cu,55,97,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",https://i.scdn.co/image/ab67616d00004851e8a1ae591befe4bb0a9261ab
Windowlicker,Aphex Twin,spotify:track:60Pe9j2pCBa4Zp4ztf5nhd,54,123,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic",https://i.scdn.co/image/ab67616d00004851f5b910ba28f8fc7572cb8018
The Runner,Foals,spotify:track:0AS03vnvXv9m0ZFxtuvOBW,56,104,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d00004851bece64c47957bcf1da2e40d3
Break on Through (To the Other Side),The Doors,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,71,90,"acid rock, classic rock, psychedelic rock, rock",https://i.scdn.co/image/ab67616d000048515b96a8c5d61be8878452f8f1
Amerika,Rammstein,spotify:track:1a8JpAL3vbAdXYrEABvOtb,66,125,"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte",https://i.scdn.co/image/ab67616d00004851cbe7573e1175f842e24b34c2
Undone - The Sweater Song,Weezer,spotify:track:5WhtlIoxoZrMmuaWWEQhwV,70,80,"alternative rock, modern power pop, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851345536847e60f622ee0eae96
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,spotify:track:2E43WFS4rRc09za2r2GmZl,72,152,"emo, modern rock",https://i.scdn.co/image/ab67616d00004851483a98632e23f6d2623ab75c
I Am The Walrus - Remastered 2009,The Beatles,spotify:track:6Pq9MmkDQYZiiCDpxnvrf6,61,85,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851692d9189b2bd75525893f0c1
Monster,The Automatic,spotify:track:6s3kEvE18DIURckoh0mWTZ,54,141,"new rave, welsh rock",https://i.scdn.co/image/ab67616d00004851550bdf7366f586a0f1a7666e
Pumping On Your Stereo,Supergrass,spotify:track:4pCfNA9bjI3pccG5s9fm7J,49,132,"alternative rock, britpop, modern rock, oxford indie, pop rock, rock",https://i.scdn.co/image/ab67616d0000485157b41d7e2ef3e9903aa21b75
Panic - 2011 Remaster,The Smiths,spotify:track:64D3dzWyj0GpQT1AHx4kbK,64,130,"madchester, new wave, permanent wave, rock, uk post-punk",https://i.scdn.co/image/ab67616d00004851ed3953f8af1f764a146b7583
New Divide,Linkin Park,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,68,118,"alternative metal, nu metal, post-grunge, rap metal",https://i.scdn.co/image/ab67616d00004851148cd93cd936ee29cb4db587
Maybe An Angel,Heather Nova,spotify:track:2EmHikCUTU1sIhgAsmqncF,23,148,"lilith, new wave pop, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048515707ea2b8d2f643f96da1666
Me Gustas Tu,Manu Chao,spotify:track:6b37xrsNCWYIUphFBazqD6,78,176,"latin alternative, world",https://i.scdn.co/image/ab67616d000048511dcba4a728ca0b17cbd204a5
California Uber Alles,Dead Kennedys,spotify:track:5szJ8SMwQVEvvdk65w6M6g,56,111,"early us punk, hardcore punk, punk, skate punk",https://i.scdn.co/image/ab67616d000048511184b5e2bb68648a847550d5
Naive,The Kooks,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,73,100,"brighton indie, modern rock, rock",https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47
L’enfer,Stromae,spotify:track:7bp3zmEvpHLa0h32nhDUkB,65,178,"belgian pop, g-house",https://i.scdn.co/image/ab67616d000048519b90e4ccf55c0a23a13f4eae
Fire Water Burn,Bloodhound Gang,spotify:track:7FkyQsWH9mmxoYLCNj4f8y,59,97,"alternative metal, comic, funk metal, funk rock, nu metal, punk, rap rock",https://i.scdn.co/image/ab67616d0000485166f0b8a248a523e8b9b78768
Never Tear Us Apart,INXS,spotify:track:1GjbTNFImFrjFsNdleDe78,71,97,"australian rock, classic rock, dance rock, funk rock, mellow gold, new romantic, new wave, new wave pop, pop rock, rock, soft rock",https://i.scdn.co/image/ab67616d00004851dac4efc0ebdfd9d92f127129
Jenny Was A Friend Of Mine,The Killers,spotify:track:60eVCXFCuw1WYswBuNZc4H,61,114,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851ccdddd46119a4ff53eaf1f5d
Cigarettes & Alcohol - Remastered,Oasis,spotify:track:5adjc9rGazKvYcyEHNtoz1,54,115,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851d86a1e021e7acc7c07c7d668
19-2000 - Soulchild Remix,Gorillaz,spotify:track:1PpfeNl5uYRBhfFcig2Uz6,56,102,alternative hip hop,https://i.scdn.co/image/ab67616d00004851f6c46838e4425ea96e2562fe
Learning To Fly,Tom Petty and the Heartbreakers,spotify:track:17S4XrLvF5jlGvGCJHgF51,71,117,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock",https://i.scdn.co/image/ab67616d0000485127bd7d234a31296df34b9a64
Rebel Rebel - 2016 Remaster,David Bowie,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,72,126,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d00004851ad22c83a6e1567f8453c32b3
North Of No South,Biffy Clyro,spotify:track:43LrnQSfEZULp0nRhOqdU3,44,83,"modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851178ed3a665dbf47a233246b0
Ashes to Ashes - 2016 Remaster,Faith No More,spotify:track:0tZ9qh1m1NGP6rzSf57PGO,54,98,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, rap metal, rap rock, rock",https://i.scdn.co/image/ab67616d00004851464b3661ebe755ff3117c7e8
Just Say Yes,Snow Patrol,spotify:track:4k7P2LIQco8YCVbIZl1vZB,59,108,"irish rock, neo mellow, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d0000485109e243a09405dcfc10de9935
Little Arithmetics,dEUS,spotify:track:2YKZ9avgT145BkCasAfEIQ,36,143,"hard rock, metal",https://i.scdn.co/image/ab67616d000048512dbebe0e992b96e2944c8bcd
Ain't It Fun,Paramore,spotify:track:6O5spqMgOR3Hk20NHCAPpC,2,104,"candy pop, pixie, pop emo, pop punk",https://i.scdn.co/image/ab67616d000048511809d1882154fc884ffb4a5d
The Only One I Know,The Charlatans,spotify:track:7ziicmUOzWXAkdPriOmFk9,58,113,"britpop, dance rock, madchester, rock",https://i.scdn.co/image/ab67616d00004851e4162b6b6cb0b24ec845018a
For What It’s Worth,Placebo,spotify:track:3TFayI0bDK8vNBv72QR80p,49,142,reggaeton mexicano,https://i.scdn.co/image/ab67616d000048511e5e1aca0280bcedf00be7ec
High and Dry,Radiohead,spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,74,88,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048519293c743fa542094336c5e12
Dive Deeper,TAPE TOY,spotify:track:30ngVhFjn9pR75xZIV6yEd,20,161,dutch indie,https://i.scdn.co/image/ab67616d0000485145c69accd26b7d74d952cd20
Hallelujah,Jeff Buckley,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,70,97,"art rock, melancholia, permanent wave, rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048516a760642a56847027428cb61
When The Lady Smiles,Golden Earring,spotify:track:6RGmi17H0xpHb7hpMxFwip,53,132,"album rock, blues rock, classic rock, dutch prog, dutch rock, hard rock, nederpop, rock",https://i.scdn.co/image/ab67616d000048513ca819dc93b26e41f44a4140
L.S.F.,Kasabian,spotify:track:0w21XZhGlmIexgtDpmtnzT,55,105,"alternative rock, britpop, garage rock, indie rock, leicester indie, modern rock, rock",https://i.scdn.co/image/ab67616d00004851ec71b6ad37827ed4ff4c04d1
HoedenPlank,Opgezwolle,spotify:track:4ISig8xvPT0SPkeGt3w4GN,39,91,dutch hip hop,https://i.scdn.co/image/ab67616d0000485115b6ee954feca965bffb985d
Oceans,Pearl Jam,spotify:track:0LBmvPJYmtEJ7kkWvc3kbT,53,112,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851d400d27cba05bb0545533864
I Follow Rivers - Bonus Track - Live @ Giel Vara/3fm,Triggerfinger,spotify:track:6v00zlqM60HsbYcQTwepEX,48,110,norwegian pop,https://i.scdn.co/image/ab67616d00004851118fbc5ff0f49568c9983c5b
Limbo,Royal Blood,spotify:track:5nUrlBwZiaPcCKpBM7iT1W,51,125,"ccm, christian pop",https://i.scdn.co/image/ab67616d00004851c83c831405db4cdc2bcdeb0a
I'm On Fire,Bruce Springsteen,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,74,89,"classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851a7865e686c36a4adda6c9978
Big in Japan,Guano Apes,spotify:track:3lQO10djAi0Ym506za76Wt,53,120,"alternative metal, funk metal, funk rock, german alternative rock, german rock, nu metal, rap rock",https://i.scdn.co/image/ab67616d0000485180bae26d3a81bea9d83a710a
Sure Shot,Beastie Boys,spotify:track:21REQ1bCUWphT2QK3bLWYQ,59,98,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",https://i.scdn.co/image/ab67616d00004851436a305db8bd85b820da3e5a
