name_track,artist_track,uri_track,popularity,tempo,genres,urlImage
Fade Into You,Mazzy Star,spotify:track:1LzNfuep1bnAUR9skqdHCK,78,157,"alternative rock, art pop, dream pop, melancholia, rock, shoegaze, slowcore",https://i.scdn.co/image/ab67616d0000485189a392107ebd79818022b3ea
Youth of the Nation,P.O.D.,spotify:track:0UrWr7Jnu1heq1o99ZwUd0,69,98,"alternative metal, funk metal, nu metal, rap metal, rap rock",https://i.scdn.co/image/ab67616d0000485195741aa186187b05e0653245
Rock 'n' Roll Suicide - 2012 Remaster,David Bowie,spotify:track:1k5iH4KDKi56MFvlnrALNV,59,103,"classic rock, glam rock, rock",https://i.scdn.co/image/ab67616d00004851c41f4e1133b0e6c5fcf58680
Erase / Rewind,The Cardigans,spotify:track:3JfkNCiXjHEVkbFfCQ417E,62,104,"dance pop, lilith, new wave pop, permanent wave, pop rock, swedish pop",https://i.scdn.co/image/ab67616d000048515ef700b0fb079793f8b0d774
Molly's Chambers,Kings of Leon,spotify:track:0nCAVzknkzRXRgB6LhRv04,63,146,"modern rock, rock",https://i.scdn.co/image/ab67616d00004851b2df9dc89c5c0cfbe79c129d
Tighten Up,The Black Keys,spotify:track:3C542UknrX76XSRXTyQ1Qg,60,109,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",https://i.scdn.co/image/ab67616d00004851995cafb297bbedb4795bc673
Love Removal Machine,The Cult,spotify:track:5u0MCSH2msdLurNeGXRyTJ,55,138,"indie pop, stomp pop",https://i.scdn.co/image/ab67616d00004851ca8a324a5d0fce617bb2613d
Read My Mind,The Killers,spotify:track:7cX4PJz1old9fyFI8RlfgW,69,132,"alternative rock, dance rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048514f87f14089217e3f70a5f39e
Voodoo People,The Prodigy,spotify:track:7H0MOWplwc6gf2AD1vTSYi,55,149,"big beat, breakbeat, dance rock, hardcore techno, rave",https://i.scdn.co/image/ab67616d00004851c0f16d3c653999907e74e5ba
Last Day On Earth,beabadoobee,spotify:track:4yc69QtlnLzjcYSMPOtrEo,53,100,"sad lo-fi, sad rap",https://i.scdn.co/image/ab67616d00004851ed2fb894320745f5050cad7d
Wishing (If I Had a Photograph of You),A Flock Of Seagulls,spotify:track:2mwdSJZlzXOJqTQ37rpIbv,47,120,"new romantic, new wave, new wave pop, synthpop",https://i.scdn.co/image/ab67616d00004851cedaa3e8a1eb6af7eea873b7
Hard To Explain,The Strokes,spotify:track:2LMloFiV7DHpBhITOaBSam,62,82,"alternative rock, garage rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851a388a3f20d1bf2123249cc79
De Goeie In Het Vloeien,Osdorp Posse,spotify:track:3g5GcNZ2CkVeo8TyjXqL3C,12,99,"dutch hip hop, dutch rock, old school nederhop",https://i.scdn.co/image/ab67616d00004851824dbd880196182d9565af76
Electric,Go Back To The Zoo,spotify:track:2t34wdrIKeTM4curqxZU78,40,128,,https://i.scdn.co/image/ab67616d00004851689684c88e8dbd2da7e5047e
Sign 'O' the Times,Prince,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,52,198,,https://i.scdn.co/image/ab67616d000048513b67e4695d120ebfe9ca359a
Uprising,Muse,spotify:track:4VqPOruhp5EdPBeR92t6lQ,75,128,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d00004851b6d4566db0d12894a1a3b7a2
2am,Foals,spotify:track:0Tyi56S51KsufCIcqRHWCN,60,136,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d00004851408cece71a6d1cdcf2d4ad15
The Perfect Drug,Nine Inch Nails,spotify:track:14tKBoKXxGakkoEmYuFfor,54,149,"alternative metal, alternative rock, cyberpunk, electronic rock, industrial, industrial metal, industrial rock, nu metal, rock",https://i.scdn.co/image/ab67616d00004851aa2fb952909df46a2c13fa74
So Lonely,The Police,spotify:track:2wnsBaxrmkthIFAm6vqCuX,66,77,"album rock, classic rock, permanent wave, rock",https://i.scdn.co/image/ab67616d000048512043dd3544a339547d04b436
Niemand Thuis,Tröckener Kecks,spotify:track:40vtyh0hA6lbWIihksBHcD,18,94,"dutch indie, dutch rock",https://i.scdn.co/image/ab67616d00004851a82d23050c87d88488d87e54
Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,70,156,"classic rock, country rock, rock, southern rock, swamp rock",https://i.scdn.co/image/ab67616d00004851f8f048a5f4749c970078a4fb
Hurricane,Bob Dylan,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,66,136,"classic rock, country rock, folk, folk rock, indie r&b, rock, roots rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048518e1a23e42f68260b7b274e09
Reunion,M83,spotify:track:6vi4I2vZkN5mDePmVSSVTq,49,124,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop",https://i.scdn.co/image/ab67616d00004851b3591763154a27326b3f431a
Joining You - Live / Unplugged,Alanis Morissette,spotify:track:0EBSjZyY7gkj2A65XeOyiq,42,94,"canadian pop, canadian singer-songwriter, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d0000485121efe6654042386a884431b8
Stacy's Mom,Fountains Of Wayne,spotify:track:27L8sESb3KR79asDUBu8nW,74,118,"alternative rock, pop rock, power pop",https://i.scdn.co/image/ab67616d00004851079e826265dffc3a8a26bac5
Here Comes the Summer,Moke,spotify:track:2m9L38IcOCraTHrtz58pr9,39,135,contemporary r&b,https://i.scdn.co/image/ab67616d0000485136a6b611e900dbe1cdb4a9e1
Headphones Baby,The Vaccines,spotify:track:6sgXptHieScopukU2AeqZl,46,130,"english indie rock, indie rock, modern rock, rock",https://i.scdn.co/image/ab67616d000048512dccc1f516fd103abf966ce0
My Honest Face,Inhaler,spotify:track:3xKsGYkJKy0bbQuUHRYrei,58,160,"indie rock, modern rock, oxford indie, rock",https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f
Policy of Truth,Depeche Mode,spotify:track:0Mb20VmqR2lvtgbEermW2v,62,114,"dance rock, new romantic, new wave, permanent wave, synthpop",https://i.scdn.co/image/ab67616d00004851234bbbad4dce31cd2950af3e
Alcoholic,Starsailor,spotify:track:1Xe4r9nlMwSEKIjutoul2z,42,101,"britpop, lancashire indie, piano rock, pop rock",https://i.scdn.co/image/ab67616d00004851558c71e1a5bea75d3a2c40bb
Lost on You,LP,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,70,174,"la pop, ""womens music""",https://i.scdn.co/image/ab67616d000048519a04e1af7adecc49050a810c
Hot for Teacher - 2015 Remaster,Van Halen,spotify:track:6QDbGdbJ57Mtkflsg42WV5,70,128,"album rock, classic rock, hard rock, metal, rock",https://i.scdn.co/image/ab67616d00004851b414c63fb435b622238c15ed
Silent All These Years - 2015 Remaster,Tori Amos,spotify:track:5kRDK0lC01ceWWuXgkjYLi,41,128,"dark pop, ectofolk, lilith, melancholia, new wave pop, permanent wave, piano rock, pop rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851f2f65c08a66e03c69cbc0081
Underdog,Kasabian,spotify:track:3PbsDnKdrZY0ttX7VE9s5R,62,101,"alternative rock, britpop, garage rock, indie rock, leicester indie, modern rock, rock",https://i.scdn.co/image/ab67616d00004851358f726999166b87f00e7066
Block Rockin' Beats,The Chemical Brothers,spotify:track:7ioWv6BqAF2w666c96ZFZj,36,109,"alternative dance, big beat, breakbeat, electronica, new rave, rave",https://i.scdn.co/image/ab67616d000048513fa635a8290c929c99f02747
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,spotify:track:5YUJMvTg4AWHKjqQidTsGK,64,176,"alternative rock, madchester, new wave, post-punk, pub rock, punk",https://i.scdn.co/image/ab67616d00004851409373691d3c2025c7d5f846
Crack The Shutters,Snow Patrol,spotify:track:0ucyXpQG7xL8ipoyU0Ts3A,54,106,"irish rock, neo mellow, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d0000485197d4d2ba05685091123b531b
Swallowed - Remastered,Bush,spotify:track:2EYnvZoSEkwiC8ynBcjLyi,54,179,"alternative metal, alternative rock, grunge, modern rock, nu metal, pop rock, post-grunge, rap rock, rock",https://i.scdn.co/image/ab67616d00004851480f135db3f0c9dffa2b65c8
As I Try Not To Fall Apart,White Lies,spotify:track:3Rn7sCoWM5QzLPdRNj5x6u,48,117,kentucky hip hop,https://i.scdn.co/image/ab67616d00004851c832a301a70d55058bfe8c31
Apply Some Pressure,Maximo Park,spotify:track:19503qDaxgCdPL2BhJngij,54,168,"alternative dance, britpop, indie rock, modern rock, new rave, newcastle indie, rock",https://i.scdn.co/image/ab67616d00004851e1d43640903e1ab20aea9b60
Patience,Guns N' Roses,spotify:track:1OEoNpiyqBghuEUaT6Je6U,70,120,"glam metal, hard rock, rock",https://i.scdn.co/image/ab67616d000048517e1774622a9c5f52b7dd1c33
Bad Habit,The Offspring,spotify:track:5tFzUj1jV09bo4wBQWSbDl,59,148,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk",https://i.scdn.co/image/ab67616d000048510158cbde70672dd821972907
You And Your Sister - Remastered,This Mortal Coil,spotify:track:6y234mJkt0DEh39NxZ4uZ6,43,209,"art pop, art rock, dark wave, dream pop, ethereal wave, experimental, gothic rock, melancholia, new wave",https://i.scdn.co/image/ab67616d00004851b0c0a6059fcf050460ab2443
Cough Syrup,Young the Giant,spotify:track:1UqhkbzB1kuFwt2iy4h29Q,69,129,"modern alternative rock, modern rock, rock, stomp and holler",https://i.scdn.co/image/ab67616d0000485151729fae66d02122c4951153
Soul Meets Body,Death Cab for Cutie,spotify:track:6Wuv7MrhesuDsuGv8vcrOd,55,128,"indie pop, indie rock, modern rock, washington indie",https://i.scdn.co/image/ab67616d00004851977f49e4a7170bdd03fb429b
Playmate of the Year,zebrahead,spotify:track:1m3wdcuORJ0NFChz9hYSk7,33,131,"funk metal, pop punk, punk, rap rock, skate punk",https://i.scdn.co/image/ab67616d000048519e76b7290573126d209912d2
Calling,Elephant,spotify:track:5K6GUtP1zxBbxYaf2FGSBs,40,129,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d0000485174bcf9b06be2391a508259e1
You Really Got Me,The Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,71,137,"album rock, british invasion, classic rock, folk rock, glam rock, mellow gold, protopunk, psychedelic rock, rock, singer-songwriter",https://i.scdn.co/image/ab67616d00004851ca00601a3a6563bf2fc9c1f0
Hyperballad,Björk Guðmundsdóttir,spotify:track:3OUalNLrR3lz4efP2XudHy,30,122,"experimental vocal, icelandic indie",https://i.scdn.co/image/ab67616d00004851ed82764e2df15722cc9b0c85
Bohemian Like You,The Dandy Warhols,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,69,131,"alternative rock, indie rock, modern rock, pop rock, rock",https://i.scdn.co/image/ab67616d000048511d6192e7258363e1878cb1d0
Pumped Up Kicks,Foster The People,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,82,128,"indietronica, modern rock, rock",https://i.scdn.co/image/ab67616d00004851121d5f92cf90576907dfb1e5
Your Ghost,Kristin Hersh,spotify:track:4GQKj2bVBb3Lnkpot2bWw9,47,145,"alternative pop, boston rock, lilith, melancholia, rhode island indie",https://i.scdn.co/image/ab67616d00004851dcd0af742613c515dbbf91a2
Can't Stop,Red Hot Chili Peppers,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,80,91,"alternative rock, funk metal, funk rock, permanent wave",https://i.scdn.co/image/ab67616d00004851de1af2785a83cc660155a0c4
Drive,Son Mieux,spotify:track:5tdS0ZR30mNjJKGS6YU8kA,41,95,"big room, deep tropical house, edm, electro house, pop dance, pop edm, progressive electro house, tropical house",https://i.scdn.co/image/ab67616d00004851b47d67ae42ac6a117bacff95
You Stole the Sun from My Heart,Manic Street Preachers,spotify:track:75Ii3Myt6vRsbjzaTbwDQt,50,118,"alternative rock, britpop, modern rock, permanent wave, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d00004851326f28b8d0099329cecb01c8
Mr. Jones,Counting Crows,spotify:track:5DiXcVovI0FcY2s0icWWUu,77,142,"alternative rock, neo mellow, pop rock, rock",https://i.scdn.co/image/ab67616d000048517e09670f90cd47b3fb9a23e0
Rusty Cage - Remastered,Soundgarden,spotify:track:6hqIXyo6GxydAnoI8XeIrV,61,102,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",https://i.scdn.co/image/ab67616d0000485186ea45263405a29c7f433d3d
You've Got The Love,Florence + The Machine,spotify:track:244AvzGQ4Ksa5637JQu5Gy,72,110,"baroque pop, pop, uk alternative pop",https://i.scdn.co/image/ab67616d00004851003f81b1f4246362638e682d
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,spotify:track:61MZN0yyMWSEwrLPUUGfgJ,60,176,"classic rock, early us punk, permanent wave, punk, rock, skate punk",https://i.scdn.co/image/ab67616d000048517ed5367900f7596d7c14345a
Stressed Out,Twenty One Pilots,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,84,170,"modern rock, rock",https://i.scdn.co/image/ab67616d00004851de03bfc2991fd5bcfde65ba3
Creep,Stone Temple Pilots,spotify:track:0elH6ukMGLyCHJavHutEza,57,108,"alternative metal, alternative rock, grunge, hard rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851171f7a0b1f8076e6d9aaf6b7
Mr. Writer,Stereophonics,spotify:track:1D6dE2mMlGz3WN1gjKQ76E,50,133,"britpop, modern rock, neo mellow, pop rock, rock, welsh rock",https://i.scdn.co/image/ab67616d00004851671c709e025a3ed8c956d115
Brimful of Asha - Norman Cook Remix Single Version,Cornershop,spotify:track:3gWZ8TJ6oIpJWQBfrUOksW,62,126,britpop,https://i.scdn.co/image/ab67616d000048514934e5682e4444406294ab0c
Doesn't Remind Me,Audioslave,spotify:track:0o995gJCGebaza0LWybToU,63,100,"alternative metal, alternative rock, nu metal, permanent wave, post-grunge, rock, supergroup",https://i.scdn.co/image/ab67616d0000485107301dd5fedf5ad64cde4882
You Do Something To Me,Paul Weller,spotify:track:2dINjMxChoALja13fOn99R,57,73,"britpop, solo wave",https://i.scdn.co/image/ab67616d000048519f7595bf50864d03e6cf5c6e
Tiny Indoor Fireworks,Biffy Clyro,spotify:track:1ZUsnvMUqF0uJkhhjZlvcY,48,144,"modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851178ed3a665dbf47a233246b0
Call Me,Blondie,spotify:track:4qO03RMQm88DdpTJcxlglY,72,143,"indie pop, lo-fi indie",https://i.scdn.co/image/ab67616d00004851ebc918cfb51e9ced7349f436
Midnight In A Perfect World,DJ Shadow,spotify:track:1z6zJqayfsAiiYtQ3minb7,54,80,"big beat, downtempo, electronica, hip hop, trip hop, turntablism",https://i.scdn.co/image/ab67616d000048518ce8e9530b875fb9d01a11d8
goosebumps,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2,83,130,"rap, slap house",https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce
Get You Down,Sam Fender,spotify:track:7wvo89jxI2T4coy9yIvZWM,58,158,"modern rock, north east england indie",https://i.scdn.co/image/ab67616d000048515918af42c697829fd84de59f
I Love You Like I Love Myself,Herman Brood,spotify:track:7gzWQzhCxV7n1kmeUfDj0W,31,74,"dutch indie, dutch pop, dutch rock, nederpop",https://i.scdn.co/image/ab67616d00004851d976011b6448d0f12f521d26
In The Morning,Razorlight,spotify:track:64IcdRqfcN5rwqSqJpQDDe,59,124,"britpop, modern rock, neo mellow, pop rock, rock",https://i.scdn.co/image/ab67616d0000485199fd63802c4710e23e0f25a1
"Hey Man, Nice Shot - Remastered Version",Filter,spotify:track:1IyHPt3b6BrhdMwNyk0VM0,64,177,"k-pop, k-pop boy group",https://i.scdn.co/image/ab67616d00004851528903c46e4426b95a2c6d36
Is It True,Tame Impala,spotify:track:6RZmhpvukfyeSURhf4kZ0d,69,118,"australian psych, neo-psychedelic",https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49
Meds,Placebo,spotify:track:6Mi5WVhFkoAhiNlIjX1b8P,52,155,reggaeton mexicano,https://i.scdn.co/image/ab67616d000048511e5e1aca0280bcedf00be7ec
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,spotify:track:7rPzEczIS574IgPaiPieS3,70,104,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock",https://i.scdn.co/image/ab67616d00004851f34e8811de255b34c56301d8
Words And Music From Da Lowlands,Gotcha!,spotify:track:4Ia1pwB8dacK8Y2uEVz9vq,21,104,k-pop,https://i.scdn.co/image/ab67616d000048511f7397fe3abcc1f3f718f0d5
Believe,Mumford & Sons,spotify:track:6JdkL7SlQXvF5Z02IpRPtP,42,115,"modern folk rock, stomp and holler, uk americana",https://i.scdn.co/image/ab67616d0000485135001635a799837ce5892f27
Here Comes Your Man,Pixies,spotify:track:4IvZLDtwBHmBmwgDIUbuwa,69,125,"alternative rock, boston rock, modern rock, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851cafe9404f872e4c0e91a8cc8
Shiver,Coldplay,spotify:track:0qksx8mV28lztYIZ1om8ml,67,117,"permanent wave, pop",https://i.scdn.co/image/ab67616d000048513d92b2ad5af9fbc8637425f0
Rock 'n' Roll Star - Remastered,Oasis,spotify:track:4bQHPFjRT6O1KdMCd4cD9u,55,138,"beatlesque, britpop, madchester, permanent wave, pop rock, rock",https://i.scdn.co/image/ab67616d00004851d86a1e021e7acc7c07c7d668
If It Makes You Happy,Sheryl Crow,spotify:track:0lfPPoWG4b3OmhieJ2YDF0,60,95,"alternative metal, nu metal",https://i.scdn.co/image/ab67616d00004851a192258deb7084638a5f3a47
Lights Out,Royal Blood,spotify:track:1060gzllf4b0UETAXisR5l,59,90,"ccm, christian pop",https://i.scdn.co/image/ab67616d0000485194b63000190c83e4dc4ea064
Wires,Athlete,spotify:track:4I3W4ci6lyoyY8zQ6fAdYl,49,135,"canadian hip hop, canadian trap, hip hop, melodic rap, rap, toronto rap, trap",https://i.scdn.co/image/ab67616d0000485128c2b6c55b86a45e341f072e
Selling The Drama,Live,spotify:track:5hE3T2329sdMmIrHxjhQDL,59,124,drift phonk,https://i.scdn.co/image/ab67616d00004851cf4c914bea5aba3e3066595a
It's Love (But It's Not Mine),EUT,spotify:track:7eJUQt1wcrve8kOTVibeLp,38,137,"dfw rap, melodic rap, rap",https://i.scdn.co/image/ab67616d00004851e5649719e3c793ed6dab78de
Just Like Heaven,The Cure,spotify:track:4NnWuGQujzWUEg0uZokO5M,71,151,"art pop, dance pop, pop",https://i.scdn.co/image/ab67616d0000485122f1b1c3e396b003b7bdd637
F.E.A.R.,Ian Brown,spotify:track:1zZbdQaBQ0Qj7hIUG7acyc,42,80,"britpop, madchester, rock, solo wave, warrington indie",https://i.scdn.co/image/ab67616d0000485127ad2963a84212f0aee73faa
Hush,Kula Shaker,spotify:track:4041m5Nr5GuEaqDSq9wjXa,52,118,britpop,https://i.scdn.co/image/ab67616d00004851cd17a643be6e98617af3d87a
If I Had a Tail,Queens of the Stone Age,spotify:track:06hBdrgjUendZyH9U1WV22,54,112,"alternative metal, alternative rock, blues rock, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",https://i.scdn.co/image/ab67616d00004851eee7c041844e45dd76469fa0
Don't Stop Me Now - Remastered 2011,Queen,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,81,156,"pop, pop rap",https://i.scdn.co/image/ab67616d000048517c39dd133836c2c1c87e34d6
So What'Cha Want - Remastered 2009,Beastie Boys,spotify:track:0gmGBCJ5XhOmoNR37MmxEE,57,171,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",https://i.scdn.co/image/ab67616d00004851d524bd8dd1ea53b9a0e1dd9e
Nobody Knows,Solomon,spotify:track:0BHxXaFrOMGrYUqkbOyyqW,20,95,"bossbeat, modern alternative rock, rebel blues",https://i.scdn.co/image/ab67616d000048516058a971f4a0500da400e30e
Purple Haze,Jimi Hendrix,spotify:track:0wJoRiX5K5BxlqZTolB2LD,70,109,"acid rock, album rock, blues rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",https://i.scdn.co/image/ab67616d00004851c9adfbd773852e286faed040
Smalfilm,Spinvis,spotify:track:6CXtBIj21Sjtd8nQo6gtx5,35,109,"dutch indie, dutch rock",https://i.scdn.co/image/ab67616d00004851c65c64ab793f4bb3ae4940e8
Dissident - Remastered,Pearl Jam,spotify:track:1NnUbdEvJigY0ARnoOgDrv,56,147,"alternative rock, grunge, permanent wave, rock",https://i.scdn.co/image/ab67616d00004851777344aba9d5b5785b4593a5
Ulysses,Franz Ferdinand,spotify:track:5sCjd47MEpd7vkvhYukANl,54,99,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851e58d58919ffc7451cf4a6b56
Around the World,Daft Punk,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,73,121,"canadian contemporary r&b, canadian pop, pop",https://i.scdn.co/image/ab67616d000048518ac778cc7d88779f74d33311
Turn The Page,Metallica,spotify:track:1aXFBWnnPFRKUN7vuIA5h0,63,149,"hard rock, metal, old school thrash, rock, thrash metal",https://i.scdn.co/image/ab67616d0000485175e6375e11550746705a9645
Chelsea Dagger,The Fratellis,spotify:track:1bCmvezFg5MRcENzCGG1Cy,68,155,"alternative rock, garage rock, modern rock, rock, scottish rock",https://i.scdn.co/image/ab67616d00004851adba877024420660db2f124e
The Mother We Share,CHVRCHES,spotify:track:31AyUvMRDvZjyQI1N05lsT,45,174,"brostep, dance pop, edm, pop, pop dance, progressive electro house",https://i.scdn.co/image/ab67616d00004851ff7e0dbc7da86345516bb0a9
People Are Strange,The Doors,spotify:track:1Jmqubf9kGkWeYQXQKImL5,73,119,"acid rock, classic rock, psychedelic rock, rock",https://i.scdn.co/image/ab67616d0000485186339e6cd71cc2a167451ee5
Nice to Know You,Incubus,spotify:track:77eRSoQbDt4qHlAhUqovmy,58,154,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock",https://i.scdn.co/image/ab67616d00004851289320ef78f164a472698926
Everybody Hurts,R.E.M.,spotify:track:6PypGyiu0Y2lCDBN1XZEnP,73,94,"dance pop, pop",https://i.scdn.co/image/ab67616d00004851ace3e7aae0b7c78bbe1c4f35
Naive,TAPE TOY,spotify:track:6DtLRqz3trhD0Y4oAq8O8R,17,113,dutch indie,https://i.scdn.co/image/ab67616d00004851e7e549ca71b0a47e79d9d002
Out of Space,The Prodigy,spotify:track:6cYJBIE9FC1QAoPw5EhdLA,60,147,"big beat, breakbeat, dance rock, hardcore techno, rave",https://i.scdn.co/image/ab67616d00004851a205dcce0738cb0b21df9c1d
So Long,Fischer-Z,spotify:track:3XAiXl3dKpG7b0qcrCtBD4,52,127,"german rock, new romantic, zolo",https://i.scdn.co/image/ab67616d000048517b7d80c4d70f3c02237f4fe5
Young Blood,The Naked And Famous,spotify:track:25nzKGDiua1lE9Qo5V19GL,66,105,"alternative dance, auckland indie, electropop, indietronica, kiwi rock, metropopolis, modern rock",https://i.scdn.co/image/ab67616d00004851494e33d225ef37180f88c8ce
Oh Yeah,Ash,spotify:track:0oFRxb75oyrXdhYVJA3e2j,32,179,social media pop,https://i.scdn.co/image/ab67616d00004851fa15f99bdd335ddc8f588242
Use Somebody,Kings of Leon,spotify:track:5VGlqQANWDKJFl0MBG3sg2,76,137,"modern rock, rock",https://i.scdn.co/image/ab67616d000048512519d01c0cca06f134eeadd8
Queer - 2015 - Remaster,Garbage,spotify:track:7lJqxHZlDvq4iLZr2ZRtYW,46,95,"hip hop, rap",https://i.scdn.co/image/ab67616d000048512434a49ee6ab7a094f316f5f
Down By The Water,PJ Harvey,spotify:track:48mJX8glOrQkrSdVBjc0Wb,56,125,"alternative rock, art pop, art rock, chamber psych, dream pop, indie rock, melancholia, permanent wave, piano rock, rock, singer-songwriter",https://i.scdn.co/image/ab67616d000048516ea4af8437d78b607f30c8f0
Feeling Good,Muse,spotify:track:5PK1JCSdr34gWgzYHgt3Jq,63,109,"puerto rican pop, trap latino",https://i.scdn.co/image/ab67616d000048515225e9931a558f6d2f541a7d
Your Woman,White Town,spotify:track:4ACxa9buEUnOdYEoPcnMpi,65,103,derby indie,https://i.scdn.co/image/ab67616d00004851f1ad059f340b79a88f85ae64
Lo/Hi,The Black Keys,spotify:track:25YlltWXRb9k7KbrEBRuhJ,60,122,"alternative rock, blues rock, garage rock, modern blues rock, modern rock, punk blues, rock, roots rock",https://i.scdn.co/image/ab67616d0000485126ff57bc134aa594b08bf721
Rattlesnakes,Lloyd Cole and the Commotions,spotify:track:3JocHDZrr2rpOK0xsiZK8T,49,152,"art rock, new romantic, new wave, new wave pop, scottish new wave, synthpop",https://i.scdn.co/image/ab67616d000048513dca09f28b68349c22e1f5c0
Connected,Stereo MC's,spotify:track:1ZoE2naC9ySlPLdBZhS1rM,56,101,"big beat, electronica, hip house",https://i.scdn.co/image/ab67616d0000485142f3ccbc77ffa9a06e6e92d1
Danger! High Voltage - Soulchild Radio Mix,Electric Six,spotify:track:2VHfyWLlvCvbkIqtS5tqt3,56,123,"alternative rock, dance-punk, garage rock",https://i.scdn.co/image/ab67616d000048510576987d052770df2036c341
Day I Die,The National,spotify:track:5tOQgKuJEU01GjoHhVFCjn,48,148,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",https://i.scdn.co/image/ab67616d000048518c633437a6f2808ce9e4f012
What I've Done,Linkin Park,spotify:track:18lR4BzEs7e3qzc0KVkTpU,79,120,"alternative metal, nu metal, post-grunge, rap metal",https://i.scdn.co/image/ab67616d0000485146e207de66ba06422897f769
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,spotify:track:1xaTREM89RbIxkcjlpf4Uw,75,114,"madchester, new wave, permanent wave, rock, uk post-punk",https://i.scdn.co/image/ab67616d00004851786b44c75ebf915866523f5b
Place Your Hands,Reef,spotify:track:0Si5kJtH34NRIHDDovl2Qp,56,109,nu age,https://i.scdn.co/image/ab67616d00004851b8849220809fe987eecf0351
Sit Down,James,spotify:track:66IC0uXoVyYT5q3R27bbZy,62,126,"barbadian pop, dance pop, pop, urban contemporary",https://i.scdn.co/image/ab67616d000048510137f8e79dc60001c2dc5b79
Entertainment,Balthazar,spotify:track:2tcOzta2GXqSOu1uK8Cvfp,41,107,,https://i.scdn.co/image/ab67616d00004851c2aff32925fcdd07f42c4498
Learning To Fly,Tom Petty and the Heartbreakers,spotify:track:17S4XrLvF5jlGvGCJHgF51,71,117,"album rock, classic rock, folk rock, heartland rock, mellow gold, pop rock, rock, singer-songwriter, soft rock",https://i.scdn.co/image/ab67616d0000485127bd7d234a31296df34b9a64
Hang Me Up To Dry,Cold War Kids,spotify:track:3IXRdLsQib8m0hBbQpe7T8,64,92,"alternative rock, indie rock, modern alternative rock, modern blues rock, modern rock, piano rock, rock, stomp and holler",https://i.scdn.co/image/ab67616d00004851919b670c83fc757159b3147a
Working Class Hero,Green Day,spotify:track:1VylyWcBUNYGZex80qCAdi,48,109,"permanent wave, punk",https://i.scdn.co/image/ab67616d00004851fa24839d156391c88bbf4c04
Open,The Scene,spotify:track:4CnQKTs0q1JYQNnVjRbsow,33,135,"dirty south rap, gangster rap, southern hip hop",https://i.scdn.co/image/ab67616d00004851bafcc54c62eb5b19b4672b83
Full Circle,Half Moon Run,spotify:track:0gr60jINHbKdcGlQ83rmaH,53,89,indie quebecois,https://i.scdn.co/image/ab67616d00004851c200077c4c009128dc53ffb9
Animal Instinct,The Cranberries,spotify:track:3J58Ccc5iTbCRnYx2xjo6d,63,132,"irish rock, pop rock",https://i.scdn.co/image/ab67616d00004851b81b7c1663be64a39433eb35
